company_id,industry,company_size,num_employees,annual_revenue_usd_millions,company_founding_year,company_age,company_age_group,country,region
COMP-00083,Logistics,Startup,22,45.64,1995,30,16-30 years,USA,North America
COMP-00083,Logistics,Startup,22,45.64,1995,31,30+ years,USA,North America
COMP-00084,Consulting,Startup,65,43.96,1994,29,16-30 years,Nigeria,Africa
COMP-00084,Consulting,Startup,65,43.96,1994,30,16-30 years,Nigeria,Africa
COMP-00084,Consulting,Startup,65,43.96,1994,31,30+ years,Nigeria,Africa
COMP-00084,Consulting,Startup,65,43.96,1994,32,30+ years,Nigeria,Africa
COMP-00085,Agriculture,Startup,42,39.1,2007,16,16-30 years,Chile,South America
COMP-00085,Agriculture,Startup,42,39.1,2007,17,16-30 years,Chile,South America
COMP-00085,Agriculture,Startup,42,39.1,2007,18,16-30 years,Chile,South America
COMP-00085,Agriculture,Startup,42,39.1,2007,19,16-30 years,Chile,South America
COMP-00086,Consulting,Enterprise,7970,8500.13,2002,21,16-30 years,Thailand,Asia
COMP-00086,Consulting,Enterprise,7970,8500.13,2002,22,16-30 years,Thailand,Asia
COMP-00086,Consulting,Enterprise,7970,8500.13,2002,23,16-30 years,Thailand,Asia
COMP-00086,Consulting,Enterprise,7970,8500.13,2002,24,16-30 years,Thailand,Asia
COMP-00087,Education,SME,709,66.57,1990,33,30+ years,Sweden,Europe
COMP-00087,Education,SME,709,66.57,1990,34,30+ years,Sweden,Europe
COMP-00087,Education,SME,709,66.57,1990,35,30+ years,Sweden,Europe
COMP-00087,Education,SME,709,66.57,1990,36,30+ years,Sweden,Europe
COMP-00088,Healthcare,Enterprise,10860,9968.05,2012,11,6-15 years,Philippines,Asia
COMP-00088,Healthcare,Enterprise,10860,9968.05,2012,12,6-15 years,Philippines,Asia
COMP-00088,Healthcare,Enterprise,10860,9968.05,2012,13,6-15 years,Philippines,Asia
COMP-00088,Healthcare,Enterprise,10860,9968.05,2012,14,6-15 years,Philippines,Asia
COMP-00089,Agriculture,Startup,62,47.29,1999,24,16-30 years,India,Asia
COMP-00089,Agriculture,Startup,62,47.29,1999,25,16-30 years,India,Asia
COMP-00089,Agriculture,Startup,62,47.29,1999,26,16-30 years,India,Asia
COMP-00089,Agriculture,Startup,62,47.29,1999,27,16-30 years,India,Asia
COMP-00090,Technology,SME,556,108.12,2002,21,16-30 years,Vietnam,Asia
COMP-00090,Technology,SME,556,108.12,2002,22,16-30 years,Vietnam,Asia
COMP-00090,Technology,SME,556,108.12,2002,23,16-30 years,Vietnam,Asia
COMP-00090,Technology,SME,556,108.12,2002,24,16-30 years,Vietnam,Asia
COMP-00091,Consulting,SME,871,152.89,2021,2,0-5 years,Canada,North America
COMP-00091,Consulting,SME,871,152.89,2021,3,0-5 years,Canada,North America
COMP-00091,Consulting,SME,871,152.89,2021,4,0-5 years,Canada,North America
COMP-00091,Consulting,SME,871,152.89,2021,5,0-5 years,Canada,North America
COMP-00092,Consulting,Startup,63,38.84,2001,22,16-30 years,Netherlands,Europe
COMP-00092,Consulting,Startup,63,38.84,2001,23,16-30 years,Netherlands,Europe
COMP-00092,Consulting,Startup,63,38.84,2001,24,16-30 years,Netherlands,Europe
COMP-00092,Consulting,Startup,63,38.84,2001,25,16-30 years,Netherlands,Europe
COMP-00093,Technology,Startup,74,28.04,1994,29,16-30 years,Egypt,Africa
COMP-00093,Technology,Startup,74,28.04,1994,30,16-30 years,Egypt,Africa
COMP-00093,Technology,Startup,74,28.04,1994,31,30+ years,Egypt,Africa
COMP-00093,Technology,Startup,74,28.04,1994,32,30+ years,Egypt,Africa
COMP-00094,Finance,Startup,32,38.0,2010,13,6-15 years,Australia,Oceania
COMP-00094,Finance,Startup,32,38.0,2010,14,6-15 years,Australia,Oceania
COMP-00094,Finance,Startup,32,38.0,2010,15,6-15 years,Australia,Oceania
COMP-00094,Finance,Startup,32,38.0,2010,16,16-30 years,Australia,Oceania
COMP-00095,Manufacturing,SME,677,412.27,2007,16,16-30 years,Canada,North America
COMP-00095,Manufacturing,SME,677,412.27,2007,17,16-30 years,Canada,North America
COMP-00095,Manufacturing,SME,677,412.27,2007,18,16-30 years,Canada,North America
COMP-00095,Manufacturing,SME,677,412.27,2007,19,16-30 years,Canada,North America
COMP-00096,Manufacturing,SME,546,376.88,2022,1,0-5 years,Philippines,Asia
COMP-00096,Manufacturing,SME,546,376.88,2022,2,0-5 years,Philippines,Asia
COMP-00096,Manufacturing,SME,546,376.88,2022,3,0-5 years,Philippines,Asia
COMP-00096,Manufacturing,SME,546,376.88,2022,4,0-5 years,Philippines,Asia
COMP-00097,Manufacturing,Startup,97,45.61,2019,4,0-5 years,Italy,Europe
COMP-00097,Manufacturing,Startup,97,45.61,2019,5,0-5 years,Italy,Europe
COMP-00097,Manufacturing,Startup,97,45.61,2019,6,6-15 years,Italy,Europe
COMP-00097,Manufacturing,Startup,97,45.61,2019,7,6-15 years,Italy,Europe
COMP-00098,Finance,SME,232,408.41,1999,24,16-30 years,Spain,Europe
COMP-00098,Finance,SME,232,408.41,1999,25,16-30 years,Spain,Europe
COMP-00098,Finance,SME,232,408.41,1999,26,16-30 years,Spain,Europe
COMP-00098,Finance,SME,232,408.41,1999,27,16-30 years,Spain,Europe
COMP-00099,Finance,Startup,65,42.26,2006,17,16-30 years,Brazil,South America
COMP-00099,Finance,Startup,65,42.26,2006,18,16-30 years,Brazil,South America
COMP-00099,Finance,Startup,65,42.26,2006,19,16-30 years,Brazil,South America
COMP-00099,Finance,Startup,65,42.26,2006,20,16-30 years,Brazil,South America
COMP-00100,Healthcare,Startup,43,31.42,1991,32,30+ years,South Africa,Africa
COMP-00100,Healthcare,Startup,43,31.42,1991,33,30+ years,South Africa,Africa
COMP-00100,Healthcare,Startup,43,31.42,1991,34,30+ years,South Africa,Africa
COMP-00100,Healthcare,Startup,43,31.42,1991,35,30+ years,South Africa,Africa
COMP-00101,Consulting,Startup,86,11.25,2000,23,16-30 years,Malaysia,Asia
COMP-00101,Consulting,Startup,86,11.25,2000,24,16-30 years,Malaysia,Asia
COMP-00101,Consulting,Startup,86,11.25,2000,25,16-30 years,Malaysia,Asia
COMP-00101,Consulting,Startup,86,11.25,2000,26,16-30 years,Malaysia,Asia
COMP-00102,Consulting,Enterprise,13647,7116.76,2014,9,6-15 years,Germany,Europe
COMP-00102,Consulting,Enterprise,13647,7116.76,2014,10,6-15 years,Germany,Europe
COMP-00102,Consulting,Enterprise,13647,7116.76,2014,11,6-15 years,Germany,Europe
COMP-00102,Consulting,Enterprise,13647,7116.76,2014,12,6-15 years,Germany,Europe
COMP-00103,Manufacturing,SME,294,443.44,2016,7,6-15 years,France,Europe
COMP-00103,Manufacturing,SME,294,443.44,2016,8,6-15 years,France,Europe
COMP-00103,Manufacturing,SME,294,443.44,2016,9,6-15 years,France,Europe
COMP-00103,Manufacturing,SME,294,443.44,2016,10,6-15 years,France,Europe
COMP-00104,Consulting,Enterprise,12314,888.25,1994,29,16-30 years,Australia,Oceania
COMP-00104,Consulting,Enterprise,12314,888.25,1994,30,16-30 years,Australia,Oceania
COMP-00104,Consulting,Enterprise,12314,888.25,1994,31,30+ years,Australia,Oceania
COMP-00104,Consulting,Enterprise,12314,888.25,1994,32,30+ years,Australia,Oceania
COMP-00105,Finance,Startup,91,14.65,2011,12,6-15 years,Singapore,Asia
COMP-00105,Finance,Startup,91,14.65,2011,13,6-15 years,Singapore,Asia
COMP-00105,Finance,Startup,91,14.65,2011,14,6-15 years,Singapore,Asia
COMP-00105,Finance,Startup,91,14.65,2011,15,6-15 years,Singapore,Asia
COMP-00106,Logistics,SME,645,107.94,2015,8,6-15 years,Malaysia,Asia
COMP-00106,Logistics,SME,645,107.94,2015,9,6-15 years,Malaysia,Asia
COMP-00106,Logistics,SME,645,107.94,2015,10,6-15 years,Malaysia,Asia
COMP-00106,Logistics,SME,645,107.94,2015,11,6-15 years,Malaysia,Asia
COMP-00107,Consulting,Enterprise,15124,3555.04,2015,8,6-15 years,Vietnam,Asia
COMP-00107,Consulting,Enterprise,15124,3555.04,2015,9,6-15 years,Vietnam,Asia
COMP-00107,Consulting,Enterprise,15124,3555.04,2015,10,6-15 years,Vietnam,Asia
COMP-00107,Consulting,Enterprise,15124,3555.04,2015,11,6-15 years,Vietnam,Asia
COMP-00108,Technology,Enterprise,11478,5360.74,2006,17,16-30 years,Poland,Europe
COMP-00108,Technology,Enterprise,11478,5360.74,2006,18,16-30 years,Poland,Europe
COMP-00108,Technology,Enterprise,11478,5360.74,2006,19,16-30 years,Poland,Europe
COMP-00108,Technology,Enterprise,11478,5360.74,2006,20,16-30 years,Poland,Europe
COMP-00109,Consulting,Startup,35,43.55,1997,26,16-30 years,Australia,Oceania
COMP-00109,Consulting,Startup,35,43.55,1997,27,16-30 years,Australia,Oceania
COMP-00109,Consulting,Startup,35,43.55,1997,28,16-30 years,Australia,Oceania
COMP-00109,Consulting,Startup,35,43.55,1997,29,16-30 years,Australia,Oceania
COMP-00110,Technology,Startup,88,27.29,2011,12,6-15 years,UK,Europe
COMP-00110,Technology,Startup,88,27.29,2011,13,6-15 years,UK,Europe
COMP-00110,Technology,Startup,88,27.29,2011,14,6-15 years,UK,Europe
COMP-00110,Technology,Startup,88,27.29,2011,15,6-15 years,UK,Europe
COMP-00111,Agriculture,Startup,23,31.29,2012,11,6-15 years,Poland,Europe
COMP-00111,Agriculture,Startup,23,31.29,2012,12,6-15 years,Poland,Europe
COMP-00111,Agriculture,Startup,23,31.29,2012,13,6-15 years,Poland,Europe
COMP-00111,Agriculture,Startup,23,31.29,2012,14,6-15 years,Poland,Europe
COMP-00112,Manufacturing,SME,765,66.51,1996,27,16-30 years,Sweden,Europe
COMP-00112,Manufacturing,SME,765,66.51,1996,28,16-30 years,Sweden,Europe
COMP-00112,Manufacturing,SME,765,66.51,1996,29,16-30 years,Sweden,Europe
COMP-00112,Manufacturing,SME,765,66.51,1996,30,16-30 years,Sweden,Europe
COMP-00113,Education,Enterprise,6122,9004.46,2007,16,16-30 years,Vietnam,Asia
COMP-00113,Education,Enterprise,6122,9004.46,2007,17,16-30 years,Vietnam,Asia
COMP-00113,Education,Enterprise,6122,9004.46,2007,18,16-30 years,Vietnam,Asia
COMP-00113,Education,Enterprise,6122,9004.46,2007,19,16-30 years,Vietnam,Asia
COMP-00114,Retail,Enterprise,4086,1496.26,2017,6,6-15 years,Egypt,Africa
COMP-00114,Retail,Enterprise,4086,1496.26,2017,7,6-15 years,Egypt,Africa
COMP-00114,Retail,Enterprise,4086,1496.26,2017,8,6-15 years,Egypt,Africa
COMP-00114,Retail,Enterprise,4086,1496.26,2017,9,6-15 years,Egypt,Africa
COMP-00115,Technology,SME,813,303.78,2006,17,16-30 years,Kenya,Africa
COMP-00115,Technology,SME,813,303.78,2006,18,16-30 years,Kenya,Africa
COMP-00115,Technology,SME,813,303.78,2006,19,16-30 years,Kenya,Africa
COMP-00115,Technology,SME,813,303.78,2006,20,16-30 years,Kenya,Africa
COMP-00116,Healthcare,Startup,53,12.43,2002,21,16-30 years,South Africa,Africa
COMP-00116,Healthcare,Startup,53,12.43,2002,22,16-30 years,South Africa,Africa
COMP-00116,Healthcare,Startup,53,12.43,2002,23,16-30 years,South Africa,Africa
COMP-00116,Healthcare,Startup,53,12.43,2002,24,16-30 years,South Africa,Africa
COMP-00117,Technology,Enterprise,12475,5002.71,1999,24,16-30 years,Netherlands,Europe
COMP-00117,Technology,Enterprise,12475,5002.71,1999,25,16-30 years,Netherlands,Europe
COMP-00117,Technology,Enterprise,12475,5002.71,1999,26,16-30 years,Netherlands,Europe
COMP-00117,Technology,Enterprise,12475,5002.71,1999,27,16-30 years,Netherlands,Europe
COMP-00118,Agriculture,SME,210,312.89,2011,12,6-15 years,South Korea,Asia
COMP-00118,Agriculture,SME,210,312.89,2011,13,6-15 years,South Korea,Asia
COMP-00118,Agriculture,SME,210,312.89,2011,14,6-15 years,South Korea,Asia
COMP-00118,Agriculture,SME,210,312.89,2011,15,6-15 years,South Korea,Asia
COMP-00119,Manufacturing,Startup,43,28.33,2008,15,6-15 years,Australia,Oceania
COMP-00119,Manufacturing,Startup,43,28.33,2008,16,16-30 years,Australia,Oceania
COMP-00119,Manufacturing,Startup,43,28.33,2008,17,16-30 years,Australia,Oceania
COMP-00119,Manufacturing,Startup,43,28.33,2008,18,16-30 years,Australia,Oceania
COMP-00120,Education,Startup,61,32.65,1995,28,16-30 years,Canada,North America
COMP-00120,Education,Startup,61,32.65,1995,29,16-30 years,Canada,North America
COMP-00120,Education,Startup,61,32.65,1995,30,16-30 years,Canada,North America
COMP-00120,Education,Startup,61,32.65,1995,31,30+ years,Canada,North America
COMP-00121,Logistics,SME,840,470.16,2011,12,6-15 years,France,Europe
COMP-00121,Logistics,SME,840,470.16,2011,13,6-15 years,France,Europe
COMP-00121,Logistics,SME,840,470.16,2011,14,6-15 years,France,Europe
COMP-00121,Logistics,SME,840,470.16,2011,15,6-15 years,France,Europe
COMP-00122,Retail,Startup,13,42.69,2019,4,0-5 years,China,Asia
COMP-00122,Retail,Startup,13,42.69,2019,5,0-5 years,China,Asia
COMP-00122,Retail,Startup,13,42.69,2019,6,6-15 years,China,Asia
COMP-00122,Retail,Startup,13,42.69,2019,7,6-15 years,China,Asia
COMP-00123,Logistics,SME,706,75.04,1998,25,16-30 years,Egypt,Africa
COMP-00123,Logistics,SME,706,75.04,1998,26,16-30 years,Egypt,Africa
COMP-00123,Logistics,SME,706,75.04,1998,27,16-30 years,Egypt,Africa
COMP-00123,Logistics,SME,706,75.04,1998,28,16-30 years,Egypt,Africa
COMP-00124,Technology,Startup,49,35.15,2013,10,6-15 years,Argentina,South America
COMP-00124,Technology,Startup,49,35.15,2013,11,6-15 years,Argentina,South America
COMP-00124,Technology,Startup,49,35.15,2013,12,6-15 years,Argentina,South America
COMP-00124,Technology,Startup,49,35.15,2013,13,6-15 years,Argentina,South America
COMP-00125,Finance,Startup,15,20.49,2017,6,6-15 years,South Africa,Africa
COMP-00125,Finance,Startup,15,20.49,2017,7,6-15 years,South Africa,Africa
COMP-00125,Finance,Startup,15,20.49,2017,8,6-15 years,South Africa,Africa
COMP-00125,Finance,Startup,15,20.49,2017,9,6-15 years,South Africa,Africa
COMP-00126,Manufacturing,Enterprise,15309,6852.11,1991,32,30+ years,Malaysia,Asia
COMP-00126,Manufacturing,Enterprise,15309,6852.11,1991,33,30+ years,Malaysia,Asia
COMP-00126,Manufacturing,Enterprise,15309,6852.11,1991,34,30+ years,Malaysia,Asia
COMP-00126,Manufacturing,Enterprise,15309,6852.11,1991,35,30+ years,Malaysia,Asia
COMP-00127,Agriculture,Enterprise,1846,5582.85,2015,8,6-15 years,Spain,Europe
COMP-00127,Agriculture,Enterprise,1846,5582.85,2015,9,6-15 years,Spain,Europe
COMP-00127,Agriculture,Enterprise,1846,5582.85,2015,10,6-15 years,Spain,Europe
COMP-00127,Agriculture,Enterprise,1846,5582.85,2015,11,6-15 years,Spain,Europe
COMP-00128,Logistics,Enterprise,7469,9695.94,1993,30,16-30 years,Nigeria,Africa
COMP-00128,Logistics,Enterprise,7469,9695.94,1993,31,30+ years,Nigeria,Africa
COMP-00128,Logistics,Enterprise,7469,9695.94,1993,32,30+ years,Nigeria,Africa
COMP-00128,Logistics,Enterprise,7469,9695.94,1993,33,30+ years,Nigeria,Africa
COMP-00129,Finance,SME,886,139.78,2009,14,6-15 years,Netherlands,Europe
COMP-00129,Finance,SME,886,139.78,2009,15,6-15 years,Netherlands,Europe
COMP-00129,Finance,SME,886,139.78,2009,16,16-30 years,Netherlands,Europe
COMP-00129,Finance,SME,886,139.78,2009,17,16-30 years,Netherlands,Europe
COMP-00130,Agriculture,Startup,99,38.62,2000,23,16-30 years,New Zealand,Oceania
COMP-00130,Agriculture,Startup,99,38.62,2000,24,16-30 years,New Zealand,Oceania
COMP-00130,Agriculture,Startup,99,38.62,2000,25,16-30 years,New Zealand,Oceania
COMP-00130,Agriculture,Startup,99,38.62,2000,26,16-30 years,New Zealand,Oceania
COMP-00131,Retail,SME,610,266.51,1992,31,30+ years,Colombia,South America
COMP-00131,Retail,SME,610,266.51,1992,32,30+ years,Colombia,South America
COMP-00131,Retail,SME,610,266.51,1992,33,30+ years,Colombia,South America
COMP-00131,Retail,SME,610,266.51,1992,34,30+ years,Colombia,South America
COMP-00132,Agriculture,Startup,19,27.88,1999,24,16-30 years,Nigeria,Africa
COMP-00132,Agriculture,Startup,19,27.88,1999,25,16-30 years,Nigeria,Africa
COMP-00132,Agriculture,Startup,19,27.88,1999,26,16-30 years,Nigeria,Africa
COMP-00132,Agriculture,Startup,19,27.88,1999,27,16-30 years,Nigeria,Africa
COMP-00133,Education,SME,271,140.78,1991,32,30+ years,Canada,North America
COMP-00133,Education,SME,271,140.78,1991,33,30+ years,Canada,North America
COMP-00133,Education,SME,271,140.78,1991,34,30+ years,Canada,North America
COMP-00133,Education,SME,271,140.78,1991,35,30+ years,Canada,North America
COMP-00134,Logistics,Startup,44,18.09,1994,29,16-30 years,Kenya,Africa
COMP-00134,Logistics,Startup,44,18.09,1994,30,16-30 years,Kenya,Africa
COMP-00134,Logistics,Startup,44,18.09,1994,31,30+ years,Kenya,Africa
COMP-00134,Logistics,Startup,44,18.09,1994,32,30+ years,Kenya,Africa
COMP-00135,Consulting,Startup,71,37.55,2003,20,16-30 years,Kenya,Africa
COMP-00135,Consulting,Startup,71,37.55,2003,21,16-30 years,Kenya,Africa
COMP-00135,Consulting,Startup,71,37.55,2003,22,16-30 years,Kenya,Africa
COMP-00135,Consulting,Startup,71,37.55,2003,23,16-30 years,Kenya,Africa
COMP-00136,Agriculture,Startup,10,37.31,2011,12,6-15 years,USA,North America
COMP-00136,Agriculture,Startup,10,37.31,2011,13,6-15 years,USA,North America
COMP-00136,Agriculture,Startup,10,37.31,2011,14,6-15 years,USA,North America
COMP-00136,Agriculture,Startup,10,37.31,2011,15,6-15 years,USA,North America
COMP-00137,Education,SME,671,428.82,1997,26,16-30 years,Italy,Europe
COMP-00137,Education,SME,671,428.82,1997,27,16-30 years,Italy,Europe
COMP-00137,Education,SME,671,428.82,1997,28,16-30 years,Italy,Europe
COMP-00137,Education,SME,671,428.82,1997,29,16-30 years,Italy,Europe
COMP-00138,Logistics,Enterprise,16524,8238.46,2003,20,16-30 years,Italy,Europe
COMP-00138,Logistics,Enterprise,16524,8238.46,2003,21,16-30 years,Italy,Europe
COMP-00138,Logistics,Enterprise,16524,8238.46,2003,22,16-30 years,Italy,Europe
COMP-00138,Logistics,Enterprise,16524,8238.46,2003,23,16-30 years,Italy,Europe
COMP-00139,Healthcare,SME,509,458.54,2014,9,6-15 years,Argentina,South America
COMP-00139,Healthcare,SME,509,458.54,2014,10,6-15 years,Argentina,South America
COMP-00139,Healthcare,SME,509,458.54,2014,11,6-15 years,Argentina,South America
COMP-00139,Healthcare,SME,509,458.54,2014,12,6-15 years,Argentina,South America
COMP-00140,Consulting,SME,395,253.38,2003,20,16-30 years,USA,North America
COMP-00140,Consulting,SME,395,253.38,2003,21,16-30 years,USA,North America
COMP-00140,Consulting,SME,395,253.38,2003,22,16-30 years,USA,North America
COMP-00140,Consulting,SME,395,253.38,2003,23,16-30 years,USA,North America
COMP-00141,Technology,Enterprise,7943,4895.46,2022,1,0-5 years,Netherlands,Europe
COMP-00141,Technology,Enterprise,7943,4895.46,2022,2,0-5 years,Netherlands,Europe
COMP-00141,Technology,Enterprise,7943,4895.46,2022,3,0-5 years,Netherlands,Europe
COMP-00141,Technology,Enterprise,7943,4895.46,2022,4,0-5 years,Netherlands,Europe
COMP-00142,Manufacturing,Enterprise,3192,9045.96,1991,32,30+ years,Canada,North America
COMP-00142,Manufacturing,Enterprise,3192,9045.96,1991,33,30+ years,Canada,North America
COMP-00142,Manufacturing,Enterprise,3192,9045.96,1991,34,30+ years,Canada,North America
COMP-00142,Manufacturing,Enterprise,3192,9045.96,1991,35,30+ years,Canada,North America
COMP-00143,Technology,SME,920,457.91,1995,28,16-30 years,Colombia,South America
COMP-00143,Technology,SME,920,457.91,1995,29,16-30 years,Colombia,South America
COMP-00143,Technology,SME,920,457.91,1995,30,16-30 years,Colombia,South America
COMP-00143,Technology,SME,920,457.91,1995,31,30+ years,Colombia,South America
COMP-00144,Agriculture,SME,653,112.67,2004,19,16-30 years,Vietnam,Asia
COMP-00144,Agriculture,SME,653,112.67,2004,20,16-30 years,Vietnam,Asia
COMP-00144,Agriculture,SME,653,112.67,2004,21,16-30 years,Vietnam,Asia
COMP-00144,Agriculture,SME,653,112.67,2004,22,16-30 years,Vietnam,Asia
COMP-00145,Technology,Enterprise,6788,5206.52,2019,4,0-5 years,Sweden,Europe
COMP-00145,Technology,Enterprise,6788,5206.52,2019,5,0-5 years,Sweden,Europe
COMP-00145,Technology,Enterprise,6788,5206.52,2019,6,6-15 years,Sweden,Europe
COMP-00145,Technology,Enterprise,6788,5206.52,2019,7,6-15 years,Sweden,Europe
COMP-00146,Finance,SME,649,388.58,2016,7,6-15 years,USA,North America
COMP-00146,Finance,SME,649,388.58,2016,8,6-15 years,USA,North America
COMP-00146,Finance,SME,649,388.58,2016,9,6-15 years,USA,North America
COMP-00146,Finance,SME,649,388.58,2016,10,6-15 years,USA,North America
COMP-00147,Manufacturing,Enterprise,18334,1859.72,1993,30,16-30 years,Argentina,South America
COMP-00147,Manufacturing,Enterprise,18334,1859.72,1993,31,30+ years,Argentina,South America
COMP-00147,Manufacturing,Enterprise,18334,1859.72,1993,32,30+ years,Argentina,South America
COMP-00147,Manufacturing,Enterprise,18334,1859.72,1993,33,30+ years,Argentina,South America
COMP-00148,Education,SME,734,389.59,2002,21,16-30 years,Argentina,South America
COMP-00148,Education,SME,734,389.59,2002,22,16-30 years,Argentina,South America
COMP-00148,Education,SME,734,389.59,2002,23,16-30 years,Argentina,South America
COMP-00148,Education,SME,734,389.59,2002,24,16-30 years,Argentina,South America
COMP-00149,Finance,SME,258,220.47,2013,10,6-15 years,Argentina,South America
COMP-00149,Finance,SME,258,220.47,2013,11,6-15 years,Argentina,South America
COMP-00149,Finance,SME,258,220.47,2013,12,6-15 years,Argentina,South America
COMP-00149,Finance,SME,258,220.47,2013,13,6-15 years,Argentina,South America
COMP-00150,Consulting,SME,747,117.46,1993,30,16-30 years,Argentina,South America
COMP-00150,Consulting,SME,747,117.46,1993,31,30+ years,Argentina,South America
COMP-00150,Consulting,SME,747,117.46,1993,32,30+ years,Argentina,South America
COMP-00150,Consulting,SME,747,117.46,1993,33,30+ years,Argentina,South America
