response_id,company_id,survey_year,quarter,ai_training_hours,ai_maturity_score,ai_failure_rate,ai_risk_management_score
506,COMP-00032,2025,Q2,42.19,0.335,19.37,48
507,COMP-00032,2025,Q3,17.69,0.288,16.75,57
509,COMP-00032,2026,Q1,33.98,0.59,25.98,65
510,COMP-00032,2026,Q2,27.48,0.442,35.93,56
511,COMP-00032,2026,Q3,29.74,0.313,24.4,56
512,COMP-00032,2026,Q4,25.25,0.322,16.82,62
513,COMP-00033,2023,Q1,18.59,0.257,38.69,63
514,COMP-00033,2023,Q2,33.17,0.262,25.54,57
515,COMP-00033,2023,Q3,0.0,0.103,40.0,50
517,COMP-00033,2024,Q1,14.72,0.151,35.54,47
518,COMP-00033,2024,Q2,35.19,0.382,32.35,52
519,COMP-00033,2024,Q3,32.12,0.319,24.4,67
520,COMP-00033,2024,Q4,13.02,0.121,33.59,59
521,COMP-00033,2025,Q1,18.06,0.256,28.28,47
522,COMP-00033,2025,Q2,32.87,0.35,17.04,58
523,COMP-00033,2025,Q3,9.7,0.18,29.9,40
524,COMP-00033,2025,Q4,10.38,0.175,33.99,51
525,COMP-00033,2026,Q1,11.05,0.164,31.71,41
526,COMP-00033,2026,Q2,23.16,0.184,28.07,66
528,COMP-00033,2026,Q4,24.13,0.356,40.0,67
529,COMP-00034,2023,Q1,17.23,0.174,24.33,47
530,COMP-00034,2023,Q2,5.64,0.169,40.0,62
531,COMP-00034,2023,Q3,6.86,0.214,40.0,51
532,COMP-00034,2023,Q4,6.52,0.29,37.9,48
533,COMP-00034,2024,Q1,20.2,0.216,28.24,60
534,COMP-00034,2024,Q2,5.38,0.123,40.0,49
536,COMP-00034,2024,Q4,17.73,0.287,38.01,64
537,COMP-00034,2025,Q1,35.51,0.468,30.19,63
538,COMP-00034,2025,Q2,25.7,0.356,30.4,54
539,COMP-00034,2025,Q3,11.82,0.22,40.0,60
540,COMP-00034,2025,Q4,34.7,0.54,19.37,65
541,COMP-00034,2026,Q1,8.52,0.247,33.56,42
542,COMP-00034,2026,Q2,13.46,0.276,33.12,69
543,COMP-00034,2026,Q3,20.02,0.288,37.98,59
544,COMP-00034,2026,Q4,29.23,0.346,28.14,78
545,COMP-00035,2023,Q1,21.07,0.323,15.41,74
546,COMP-00035,2023,Q2,27.48,0.273,23.8,65
547,COMP-00035,2023,Q3,54.22,0.571,12.07,80
548,COMP-00035,2023,Q4,35.01,0.427,18.52,63
549,COMP-00035,2024,Q1,33.81,0.397,26.97,59
550,COMP-00035,2024,Q2,38.84,0.392,20.25,70
551,COMP-00035,2024,Q3,35.86,0.359,26.01,71
552,COMP-00035,2024,Q4,27.28,0.311,29.29,59
553,COMP-00035,2025,Q1,27.64,0.443,29.06,59
554,COMP-00035,2025,Q2,26.06,0.429,26.57,67
555,COMP-00035,2025,Q3,45.66,0.581,11.84,65
556,COMP-00035,2025,Q4,40.19,0.432,16.55,60
557,COMP-00035,2026,Q1,32.42,0.423,24.13,62
558,COMP-00035,2026,Q2,17.44,0.255,35.96,69
559,COMP-00035,2026,Q3,38.36,0.496,29.96,63
561,COMP-00036,2023,Q1,21.48,0.209,33.45,61
562,COMP-00036,2023,Q2,24.79,0.221,38.21,44
563,COMP-00036,2023,Q3,14.25,0.282,38.34,55
564,COMP-00036,2023,Q4,2.38,0.148,38.84,54
565,COMP-00036,2024,Q1,13.0,0.223,34.09,56
566,COMP-00036,2024,Q2,23.65,0.246,36.37,64
567,COMP-00036,2024,Q3,30.41,0.38,24.47,59
568,COMP-00036,2024,Q4,2.77,0.136,40.0,40
569,COMP-00036,2025,Q1,37.71,0.401,22.71,61
571,COMP-00036,2025,Q3,19.61,0.294,26.19,60
572,COMP-00036,2025,Q4,19.28,0.316,34.89,72
573,COMP-00036,2026,Q1,37.25,0.289,22.98,57
574,COMP-00036,2026,Q2,23.41,0.418,30.02,64
575,COMP-00036,2026,Q3,21.52,0.442,28.58,54
576,COMP-00036,2026,Q4,27.54,0.213,36.93,61
577,COMP-00037,2023,Q1,29.28,0.37,33.21,59
578,COMP-00037,2023,Q2,42.26,0.561,15.22,61
579,COMP-00037,2023,Q3,20.55,0.418,23.71,54
580,COMP-00037,2023,Q4,36.66,0.429,27.59,69
581,COMP-00037,2024,Q1,40.42,0.515,10.83,58
582,COMP-00037,2024,Q2,23.13,0.489,14.94,76
583,COMP-00037,2024,Q3,42.11,0.481,19.8,75
584,COMP-00037,2024,Q4,47.91,0.608,16.64,71
585,COMP-00037,2025,Q1,29.2,0.477,25.38,81
586,COMP-00037,2025,Q2,49.05,0.689,14.35,79
587,COMP-00037,2025,Q3,40.39,0.598,21.62,60
589,COMP-00037,2026,Q1,47.23,0.555,6.77,61
590,COMP-00037,2026,Q2,46.63,0.667,11.61,58
591,COMP-00037,2026,Q3,36.91,0.392,23.15,63
592,COMP-00037,2026,Q4,38.12,0.433,15.23,79
593,COMP-00038,2023,Q1,24.04,0.289,34.04,57
594,COMP-00038,2023,Q2,34.41,0.434,25.43,62
595,COMP-00038,2023,Q3,40.05,0.378,25.0,62
597,COMP-00038,2024,Q1,34.2,0.342,17.09,64
598,COMP-00038,2024,Q2,32.21,0.361,10.3,50
599,COMP-00038,2024,Q3,29.83,0.311,21.03,59
600,COMP-00038,2024,Q4,33.58,0.31,21.12,47
601,COMP-00038,2025,Q1,27.79,0.472,30.22,69
602,COMP-00038,2025,Q2,26.96,0.348,23.42,52
603,COMP-00038,2025,Q3,48.13,0.465,5.69,65
604,COMP-00038,2025,Q4,36.67,0.342,19.65,42
605,COMP-00038,2026,Q1,27.9,0.342,27.59,51
606,COMP-00038,2026,Q2,42.33,0.339,9.6,74
607,COMP-00038,2026,Q3,38.58,0.454,16.31,60
608,COMP-00038,2026,Q4,34.6,0.372,20.95,67
609,COMP-00039,2023,Q1,49.93,0.665,21.31,66
610,COMP-00039,2023,Q2,54.95,0.579,12.38,71
611,COMP-00039,2023,Q3,44.46,0.526,8.78,67
612,COMP-00039,2023,Q4,47.97,0.579,23.43,72
613,COMP-00039,2024,Q1,28.43,0.397,27.8,74
614,COMP-00039,2024,Q2,36.1,0.282,35.19,73
615,COMP-00039,2024,Q3,42.07,0.568,16.97,55
616,COMP-00039,2024,Q4,32.95,0.478,19.89,59
617,COMP-00039,2025,Q1,37.62,0.533,15.49,80
618,COMP-00039,2025,Q2,20.08,0.367,22.06,72
619,COMP-00039,2025,Q3,26.11,0.41,24.61,52
620,COMP-00039,2025,Q4,41.22,0.612,22.47,54
621,COMP-00039,2026,Q1,42.16,0.539,21.59,60
622,COMP-00039,2026,Q2,25.51,0.448,23.3,60
623,COMP-00039,2026,Q3,61.68,0.69,21.08,61
624,COMP-00039,2026,Q4,32.54,0.472,24.68,68
625,COMP-00040,2023,Q1,38.75,0.555,23.66,81
626,COMP-00040,2023,Q2,21.5,0.268,32.07,60
627,COMP-00040,2023,Q3,49.69,0.584,9.36,64
628,COMP-00040,2023,Q4,12.84,0.361,27.28,61
629,COMP-00040,2024,Q1,35.19,0.473,13.69,63
630,COMP-00040,2024,Q2,32.16,0.533,24.68,79
631,COMP-00040,2024,Q3,30.06,0.413,17.77,67
632,COMP-00040,2024,Q4,20.66,0.264,30.53,56
633,COMP-00040,2025,Q1,24.24,0.322,25.87,61
634,COMP-00040,2025,Q2,31.4,0.507,19.94,74
635,COMP-00040,2025,Q3,36.34,0.461,11.72,58
636,COMP-00040,2025,Q4,31.47,0.328,18.82,52
637,COMP-00040,2026,Q1,9.66,0.258,38.05,48
638,COMP-00040,2026,Q2,22.51,0.392,20.59,63
639,COMP-00040,2026,Q3,34.96,0.328,19.57,60
640,COMP-00040,2026,Q4,41.87,0.418,12.85,68
641,COMP-00041,2023,Q1,29.5,0.393,26.99,67
642,COMP-00041,2023,Q2,29.47,0.438,22.49,61
643,COMP-00041,2023,Q3,27.46,0.421,26.41,51
644,COMP-00041,2023,Q4,37.05,0.445,19.43,71
645,COMP-00041,2024,Q1,35.34,0.375,22.24,56
646,COMP-00041,2024,Q2,30.85,0.528,27.51,54
647,COMP-00041,2024,Q3,33.64,0.483,14.31,55
648,COMP-00041,2024,Q4,46.52,0.505,21.33,68
649,COMP-00041,2025,Q1,35.12,0.446,28.7,68
650,COMP-00041,2025,Q2,46.53,0.676,10.29,75
651,COMP-00041,2025,Q3,33.69,0.339,24.09,54
652,COMP-00041,2025,Q4,13.84,0.379,31.3,67
653,COMP-00041,2026,Q1,50.8,0.53,18.88,59
654,COMP-00041,2026,Q2,43.99,0.489,9.54,69
656,COMP-00041,2026,Q4,25.84,0.229,29.02,51
657,COMP-00042,2023,Q1,27.32,0.362,29.1,77
658,COMP-00042,2023,Q2,10.47,0.291,40.0,67
659,COMP-00042,2023,Q3,5.49,0.125,35.58,54
660,COMP-00042,2023,Q4,28.92,0.255,30.29,52
661,COMP-00042,2024,Q1,16.5,0.223,36.35,48
663,COMP-00042,2024,Q3,19.15,0.271,22.27,46
664,COMP-00042,2024,Q4,0.0,0.04,38.72,57
665,COMP-00042,2025,Q1,17.5,0.285,34.8,57
666,COMP-00042,2025,Q2,29.76,0.199,31.59,57
667,COMP-00042,2025,Q3,19.36,0.196,28.34,47
668,COMP-00042,2025,Q4,25.04,0.28,20.56,50
669,COMP-00042,2026,Q1,23.04,0.317,40.0,63
670,COMP-00042,2026,Q2,3.06,0.101,37.01,51
671,COMP-00042,2026,Q3,14.63,0.253,29.03,66
672,COMP-00042,2026,Q4,29.67,0.336,31.98,67
673,COMP-00043,2023,Q1,24.22,0.312,34.03,76
674,COMP-00043,2023,Q2,10.0,0.216,36.09,40
675,COMP-00043,2023,Q3,30.23,0.463,21.58,58
676,COMP-00043,2023,Q4,34.17,0.375,23.43,63
677,COMP-00043,2024,Q1,28.53,0.299,24.41,61
678,COMP-00043,2024,Q2,16.4,0.251,28.32,56
679,COMP-00043,2024,Q3,37.5,0.446,26.27,68
680,COMP-00043,2024,Q4,54.59,0.508,10.92,63
681,COMP-00043,2025,Q1,27.24,0.277,36.21,46
682,COMP-00043,2025,Q2,28.24,0.305,24.27,63
683,COMP-00043,2025,Q3,25.23,0.25,27.74,41
684,COMP-00043,2025,Q4,25.47,0.413,28.07,70
685,COMP-00043,2026,Q1,30.1,0.396,24.59,59
686,COMP-00043,2026,Q2,31.29,0.422,14.58,48
687,COMP-00043,2026,Q3,17.67,0.155,32.0,51
688,COMP-00043,2026,Q4,39.05,0.349,18.61,51
689,COMP-00044,2023,Q1,28.35,0.442,18.2,40
690,COMP-00044,2023,Q2,41.09,0.493,17.41,47
691,COMP-00044,2023,Q3,46.46,0.393,22.33,40
692,COMP-00044,2023,Q4,32.96,0.457,25.33,63
693,COMP-00044,2024,Q1,27.53,0.499,25.69,69
694,COMP-00044,2024,Q2,33.95,0.636,19.97,75
696,COMP-00044,2024,Q4,43.09,0.454,24.73,71
697,COMP-00044,2025,Q1,51.96,0.664,26.08,63
698,COMP-00044,2025,Q2,44.86,0.537,16.36,60
699,COMP-00044,2025,Q3,42.93,0.587,24.11,57
700,COMP-00044,2025,Q4,27.9,0.444,26.16,66
701,COMP-00044,2026,Q1,56.53,0.62,17.81,70
702,COMP-00044,2026,Q2,25.36,0.491,27.39,67
703,COMP-00044,2026,Q3,44.1,0.757,17.44,77
704,COMP-00044,2026,Q4,37.27,0.586,19.47,60
705,COMP-00045,2023,Q1,32.67,0.449,26.98,70
706,COMP-00045,2023,Q2,47.63,0.481,23.19,70
707,COMP-00045,2023,Q3,45.46,0.419,19.82,68
708,COMP-00045,2023,Q4,23.01,0.374,24.62,65
709,COMP-00045,2024,Q1,39.43,0.6,20.12,77
710,COMP-00045,2024,Q2,22.59,0.358,31.21,46
711,COMP-00045,2024,Q3,10.01,0.191,32.65,60
712,COMP-00045,2024,Q4,50.14,0.571,18.55,71
713,COMP-00045,2025,Q1,15.37,0.26,36.8,57
714,COMP-00045,2025,Q2,34.41,0.448,25.81,66
715,COMP-00045,2025,Q3,34.81,0.383,37.37,74
716,COMP-00045,2025,Q4,29.41,0.359,19.8,59
717,COMP-00045,2026,Q1,36.71,0.324,26.32,60
719,COMP-00045,2026,Q3,31.56,0.482,16.93,66
720,COMP-00045,2026,Q4,53.16,0.523,17.31,68
721,COMP-00046,2023,Q1,34.97,0.518,21.32,68
722,COMP-00046,2023,Q2,33.17,0.489,19.18,57
723,COMP-00046,2023,Q3,48.71,0.535,15.94,73
724,COMP-00046,2023,Q4,15.9,0.356,25.67,60
725,COMP-00046,2024,Q1,39.49,0.531,21.75,70
726,COMP-00046,2024,Q2,17.63,0.405,33.97,59
727,COMP-00046,2024,Q3,51.62,0.575,8.67,66
729,COMP-00046,2025,Q1,46.83,0.51,19.23,78
730,COMP-00046,2025,Q2,38.47,0.47,24.63,56
731,COMP-00046,2025,Q3,27.42,0.368,25.02,65
733,COMP-00046,2026,Q1,17.29,0.345,36.22,53
734,COMP-00046,2026,Q2,17.59,0.305,33.63,55
735,COMP-00046,2026,Q3,32.57,0.413,18.01,62
736,COMP-00046,2026,Q4,54.98,0.582,8.58,70
737,COMP-00047,2023,Q1,37.61,0.386,24.1,61
738,COMP-00047,2023,Q2,20.35,0.302,31.0,44
739,COMP-00047,2023,Q3,43.72,0.519,7.93,55
740,COMP-00047,2023,Q4,45.02,0.451,19.84,74
741,COMP-00047,2024,Q1,46.54,0.605,22.24,57
742,COMP-00047,2024,Q2,67.93,0.615,15.67,67
743,COMP-00047,2024,Q3,35.47,0.532,14.66,55
744,COMP-00047,2024,Q4,22.05,0.366,25.52,73
745,COMP-00047,2025,Q1,39.92,0.53,22.39,67
746,COMP-00047,2025,Q2,47.74,0.375,19.75,70
747,COMP-00047,2025,Q3,39.52,0.58,17.01,70
748,COMP-00047,2025,Q4,27.25,0.327,22.46,60
749,COMP-00047,2026,Q1,31.0,0.313,29.54,53
750,COMP-00047,2026,Q2,37.61,0.435,23.96,61
751,COMP-00047,2026,Q3,31.57,0.518,17.64,66
752,COMP-00047,2026,Q4,21.93,0.304,33.07,75
753,COMP-00048,2023,Q1,27.7,0.331,31.57,69
754,COMP-00048,2023,Q2,24.44,0.163,23.42,64
755,COMP-00048,2023,Q3,33.45,0.204,30.4,55
756,COMP-00048,2023,Q4,32.18,0.381,28.74,65
757,COMP-00048,2024,Q1,18.11,0.186,26.74,64
758,COMP-00048,2024,Q2,32.72,0.225,28.25,54
759,COMP-00048,2024,Q3,13.66,0.18,35.0,51
760,COMP-00048,2024,Q4,30.33,0.265,21.41,46
761,COMP-00048,2025,Q1,28.52,0.36,20.87,68
762,COMP-00048,2025,Q2,38.46,0.378,19.18,62
763,COMP-00048,2025,Q3,12.16,0.24,28.39,53
764,COMP-00048,2025,Q4,11.12,0.166,32.36,76
765,COMP-00048,2026,Q1,24.14,0.196,23.33,44
766,COMP-00048,2026,Q2,18.6,0.196,37.48,60
767,COMP-00048,2026,Q3,11.3,0.379,35.22,65
769,COMP-00049,2023,Q1,36.77,0.388,19.65,75
771,COMP-00049,2023,Q3,18.07,0.186,26.93,49
772,COMP-00049,2023,Q4,46.76,0.471,19.2,62
773,COMP-00049,2024,Q1,41.9,0.541,23.71,67
774,COMP-00049,2024,Q2,36.07,0.491,23.68,79
775,COMP-00049,2024,Q3,45.2,0.453,16.5,60
776,COMP-00049,2024,Q4,36.6,0.507,22.92,62
777,COMP-00049,2025,Q1,36.69,0.522,18.79,49
778,COMP-00049,2025,Q2,44.77,0.384,20.33,62
779,COMP-00049,2025,Q3,36.82,0.409,10.58,71
780,COMP-00049,2025,Q4,45.33,0.637,16.47,65
781,COMP-00049,2026,Q1,46.12,0.418,19.34,60
783,COMP-00049,2026,Q3,34.07,0.521,24.96,62
784,COMP-00049,2026,Q4,30.54,0.522,20.99,68
785,COMP-00050,2023,Q1,3.96,0.073,40.0,63
786,COMP-00050,2023,Q2,24.16,0.304,27.12,46
787,COMP-00050,2023,Q3,15.93,0.096,35.04,47
788,COMP-00050,2023,Q4,21.54,0.197,30.57,58
789,COMP-00050,2024,Q1,19.83,0.308,26.86,61
790,COMP-00050,2024,Q2,36.71,0.259,25.59,55
791,COMP-00050,2024,Q3,27.29,0.234,20.75,40
792,COMP-00050,2024,Q4,31.07,0.193,25.93,62
793,COMP-00050,2025,Q1,28.34,0.353,31.17,54
794,COMP-00050,2025,Q2,14.72,0.117,31.67,51
795,COMP-00050,2025,Q3,0.0,0.112,40.0,66
796,COMP-00050,2025,Q4,26.43,0.308,25.8,67
797,COMP-00050,2026,Q1,35.55,0.37,28.53,70
798,COMP-00050,2026,Q2,9.36,0.157,22.77,48
799,COMP-00050,2026,Q3,24.81,0.315,30.77,54
801,COMP-00051,2023,Q1,2.11,0.053,40.0,52
803,COMP-00051,2023,Q3,31.63,0.449,21.54,58
804,COMP-00051,2023,Q4,23.01,0.218,26.31,66
805,COMP-00051,2024,Q1,38.63,0.329,16.68,67
806,COMP-00051,2024,Q2,6.73,0.217,35.6,74
807,COMP-00051,2024,Q3,11.65,0.13,33.98,50
808,COMP-00051,2024,Q4,26.66,0.325,24.08,54
809,COMP-00051,2025,Q1,23.52,0.314,18.95,56
810,COMP-00051,2025,Q2,25.67,0.321,17.26,59
811,COMP-00051,2025,Q3,24.03,0.295,29.51,59
812,COMP-00051,2025,Q4,21.46,0.207,33.69,47
813,COMP-00051,2026,Q1,12.84,0.189,37.58,51
814,COMP-00051,2026,Q2,19.05,0.176,29.22,59
815,COMP-00051,2026,Q3,29.91,0.323,32.0,52
816,COMP-00051,2026,Q4,8.36,0.127,37.68,58
817,COMP-00052,2023,Q1,36.66,0.464,25.99,57
818,COMP-00052,2023,Q2,24.75,0.435,30.11,61
819,COMP-00052,2023,Q3,6.2,0.307,27.54,58
820,COMP-00052,2023,Q4,31.73,0.451,11.87,61
821,COMP-00052,2024,Q1,25.17,0.284,28.23,59
822,COMP-00052,2024,Q2,5.77,0.22,40.0,54
823,COMP-00052,2024,Q3,16.6,0.314,30.45,53
824,COMP-00052,2024,Q4,15.58,0.292,30.42,60
825,COMP-00052,2025,Q1,19.32,0.302,39.86,56
826,COMP-00052,2025,Q2,35.75,0.285,25.85,54
827,COMP-00052,2025,Q3,35.05,0.315,28.81,52
828,COMP-00052,2025,Q4,31.78,0.392,19.57,64
829,COMP-00052,2026,Q1,28.66,0.488,24.43,70
830,COMP-00052,2026,Q2,20.9,0.401,19.7,58
831,COMP-00052,2026,Q3,35.86,0.363,22.13,70
832,COMP-00052,2026,Q4,42.16,0.467,16.25,62
833,COMP-00053,2023,Q1,32.97,0.267,21.21,56
834,COMP-00053,2023,Q2,26.9,0.43,19.11,76
836,COMP-00053,2023,Q4,44.07,0.491,17.77,73
837,COMP-00053,2024,Q1,32.98,0.335,24.3,69
838,COMP-00053,2024,Q2,53.72,0.589,17.55,77
839,COMP-00053,2024,Q3,38.8,0.574,16.75,66
840,COMP-00053,2024,Q4,43.27,0.46,12.02,64
842,COMP-00053,2025,Q2,30.63,0.304,18.14,51
843,COMP-00053,2025,Q3,30.15,0.373,27.43,63
844,COMP-00053,2025,Q4,48.61,0.324,22.36,52
845,COMP-00053,2026,Q1,41.76,0.421,31.53,55
846,COMP-00053,2026,Q2,41.3,0.477,16.07,67
848,COMP-00053,2026,Q4,37.35,0.457,19.26,55
849,COMP-00054,2023,Q1,2.0,0.119,40.0,51
850,COMP-00054,2023,Q2,7.77,0.146,40.0,40
851,COMP-00054,2023,Q3,22.39,0.155,30.54,71
852,COMP-00054,2023,Q4,7.2,0.03,33.1,64
853,COMP-00054,2024,Q1,10.1,0.13,35.6,51
854,COMP-00054,2024,Q2,0.0,0.089,32.59,51
855,COMP-00054,2024,Q3,20.93,0.226,28.17,69
856,COMP-00054,2024,Q4,11.73,0.166,27.87,51
857,COMP-00054,2025,Q1,0.0,0.05,39.99,57
858,COMP-00054,2025,Q2,24.15,0.243,27.51,79
859,COMP-00054,2025,Q3,14.52,0.176,33.92,77
860,COMP-00054,2025,Q4,15.11,0.265,37.87,57
861,COMP-00054,2026,Q1,11.27,0.209,34.15,47
862,COMP-00054,2026,Q2,8.76,0.135,40.0,49
863,COMP-00054,2026,Q3,6.38,0.191,30.66,50
864,COMP-00054,2026,Q4,0.0,0.089,32.86,50
865,COMP-00055,2023,Q1,33.65,0.422,17.38,76
866,COMP-00055,2023,Q2,12.15,0.302,21.49,58
867,COMP-00055,2023,Q3,33.0,0.392,22.66,67
868,COMP-00055,2023,Q4,29.83,0.4,26.02,53
869,COMP-00055,2024,Q1,33.8,0.397,27.65,66
871,COMP-00055,2024,Q3,37.42,0.457,19.49,71
872,COMP-00055,2024,Q4,30.6,0.372,19.38,69
873,COMP-00055,2025,Q1,43.53,0.463,13.74,66
874,COMP-00055,2025,Q2,33.15,0.33,22.25,72
875,COMP-00055,2025,Q3,57.26,0.692,11.27,58
876,COMP-00055,2025,Q4,26.01,0.402,28.86,67
877,COMP-00055,2026,Q1,33.81,0.449,21.58,76
878,COMP-00055,2026,Q2,43.6,0.598,19.64,55
879,COMP-00055,2026,Q3,20.65,0.269,31.81,72
880,COMP-00055,2026,Q4,60.35,0.624,5.24,60
881,COMP-00056,2023,Q1,15.58,0.18,38.57,60
882,COMP-00056,2023,Q2,28.9,0.334,20.58,52
884,COMP-00056,2023,Q4,32.55,0.418,21.61,72
885,COMP-00056,2024,Q1,33.85,0.402,25.71,71
886,COMP-00056,2024,Q2,38.36,0.325,22.42,59
887,COMP-00056,2024,Q3,41.38,0.319,20.37,59
889,COMP-00056,2025,Q1,29.31,0.322,32.8,57
890,COMP-00056,2025,Q2,27.06,0.203,35.67,53
891,COMP-00056,2025,Q3,38.68,0.426,9.95,68
892,COMP-00056,2025,Q4,44.72,0.407,16.83,54
893,COMP-00056,2026,Q1,30.0,0.312,23.81,49
894,COMP-00056,2026,Q2,24.86,0.381,28.02,47
895,COMP-00056,2026,Q3,44.42,0.548,17.84,59
896,COMP-00056,2026,Q4,29.72,0.426,17.59,57
897,COMP-00057,2023,Q1,19.88,0.166,37.19,53
898,COMP-00057,2023,Q2,23.75,0.227,26.35,66
899,COMP-00057,2023,Q3,20.15,0.174,33.3,40
900,COMP-00057,2023,Q4,21.18,0.204,26.75,60
901,COMP-00057,2024,Q1,30.52,0.472,27.06,62
903,COMP-00057,2024,Q3,18.46,0.21,39.32,58
904,COMP-00057,2024,Q4,25.35,0.247,23.7,59
905,COMP-00057,2025,Q1,38.37,0.392,23.79,58
906,COMP-00057,2025,Q2,30.86,0.333,25.09,69
907,COMP-00057,2025,Q3,1.32,0.042,40.0,47
908,COMP-00057,2025,Q4,29.61,0.249,19.41,55
909,COMP-00057,2026,Q1,19.97,0.265,33.31,54
911,COMP-00057,2026,Q3,10.68,0.212,39.17,48
912,COMP-00057,2026,Q4,9.3,0.272,32.83,58
913,COMP-00058,2023,Q1,27.6,0.41,20.26,67
914,COMP-00058,2023,Q2,33.43,0.351,29.34,50
915,COMP-00058,2023,Q3,40.27,0.337,17.58,50
916,COMP-00058,2023,Q4,37.42,0.394,23.15,71
919,COMP-00058,2024,Q3,27.76,0.316,27.84,40
920,COMP-00058,2024,Q4,46.56,0.511,22.07,52
921,COMP-00058,2025,Q1,29.77,0.347,24.91,54
922,COMP-00058,2025,Q2,28.87,0.434,22.43,66
923,COMP-00058,2025,Q3,42.16,0.461,24.78,71
924,COMP-00058,2025,Q4,44.58,0.415,18.06,68
926,COMP-00058,2026,Q2,25.53,0.359,22.15,68
927,COMP-00058,2026,Q3,43.47,0.432,15.48,73
928,COMP-00058,2026,Q4,31.76,0.353,24.15,69
929,COMP-00059,2023,Q1,34.7,0.404,13.27,80
930,COMP-00059,2023,Q2,33.32,0.368,26.39,61
931,COMP-00059,2023,Q3,28.94,0.405,20.91,59
932,COMP-00059,2023,Q4,44.99,0.467,11.45,62
933,COMP-00059,2024,Q1,11.22,0.192,25.34,69
934,COMP-00059,2024,Q2,41.09,0.569,19.66,69
935,COMP-00059,2024,Q3,10.61,0.206,31.36,56
936,COMP-00059,2024,Q4,26.07,0.39,18.53,61
937,COMP-00059,2025,Q1,24.49,0.268,20.78,47
938,COMP-00059,2025,Q2,48.55,0.431,15.37,70
939,COMP-00059,2025,Q3,24.49,0.224,37.43,53
940,COMP-00059,2025,Q4,44.44,0.434,21.35,62
941,COMP-00059,2026,Q1,16.79,0.378,27.8,68
942,COMP-00059,2026,Q2,18.35,0.34,16.32,61
943,COMP-00059,2026,Q3,14.45,0.266,17.44,51
944,COMP-00059,2026,Q4,32.55,0.326,19.54,63
945,COMP-00060,2023,Q1,32.99,0.391,20.88,58
946,COMP-00060,2023,Q2,9.92,0.226,37.18,59
947,COMP-00060,2023,Q3,40.42,0.34,24.04,51
948,COMP-00060,2023,Q4,1.04,0.185,32.44,47
949,COMP-00060,2024,Q1,40.1,0.477,11.03,58
950,COMP-00060,2024,Q2,31.17,0.352,30.92,54
951,COMP-00060,2024,Q3,36.9,0.405,28.81,75
952,COMP-00060,2024,Q4,16.2,0.244,21.85,49
953,COMP-00060,2025,Q1,38.4,0.479,19.64,69
954,COMP-00060,2025,Q2,31.01,0.368,20.79,66
955,COMP-00060,2025,Q3,21.2,0.261,38.92,58
956,COMP-00060,2025,Q4,22.96,0.31,24.88,46
957,COMP-00060,2026,Q1,18.3,0.306,32.73,65
958,COMP-00060,2026,Q2,44.72,0.419,21.43,59
959,COMP-00060,2026,Q3,28.7,0.325,26.48,51
960,COMP-00060,2026,Q4,24.57,0.378,25.42,71
961,COMP-00061,2023,Q1,45.5,0.544,13.86,53
962,COMP-00061,2023,Q2,17.98,0.266,30.38,53
963,COMP-00061,2023,Q3,45.13,0.466,14.82,61
964,COMP-00061,2023,Q4,34.12,0.379,17.04,60
965,COMP-00061,2024,Q1,18.21,0.202,30.23,70
966,COMP-00061,2024,Q2,28.41,0.408,19.9,53
967,COMP-00061,2024,Q3,34.36,0.252,33.44,58
968,COMP-00061,2024,Q4,36.92,0.625,21.93,77
969,COMP-00061,2025,Q1,48.79,0.643,18.73,58
970,COMP-00061,2025,Q2,44.97,0.418,20.55,55
971,COMP-00061,2025,Q3,42.41,0.391,14.9,51
972,COMP-00061,2025,Q4,36.43,0.429,17.43,60
973,COMP-00061,2026,Q1,47.67,0.423,18.17,64
974,COMP-00061,2026,Q2,21.64,0.28,24.26,57
975,COMP-00061,2026,Q3,34.02,0.449,23.03,82
976,COMP-00061,2026,Q4,40.92,0.552,24.16,63
977,COMP-00062,2023,Q1,0.0,0.102,34.7,62
978,COMP-00062,2023,Q2,18.74,0.338,27.18,66
979,COMP-00062,2023,Q3,12.69,0.228,39.87,56
980,COMP-00062,2023,Q4,2.74,0.016,37.26,54
981,COMP-00062,2024,Q1,16.18,0.131,33.26,47
982,COMP-00062,2024,Q2,11.6,0.101,37.35,49
983,COMP-00062,2024,Q3,29.07,0.201,23.68,53
984,COMP-00062,2024,Q4,19.82,0.156,32.67,52
985,COMP-00062,2025,Q1,8.58,0.069,34.91,54
986,COMP-00062,2025,Q2,35.37,0.248,22.07,57
987,COMP-00062,2025,Q3,1.48,0.064,40.0,49
988,COMP-00062,2025,Q4,20.16,0.352,16.56,62
989,COMP-00062,2026,Q1,20.74,0.215,27.76,68
990,COMP-00062,2026,Q2,18.46,0.338,26.34,74
991,COMP-00062,2026,Q3,30.26,0.284,29.64,48
992,COMP-00062,2026,Q4,15.44,0.27,37.93,55
994,COMP-00063,2023,Q2,34.1,0.49,25.99,59
995,COMP-00063,2023,Q3,40.57,0.467,25.44,42
996,COMP-00063,2023,Q4,32.44,0.461,26.83,70
997,COMP-00063,2024,Q1,22.79,0.381,23.81,53
998,COMP-00063,2024,Q2,34.57,0.449,29.32,71
999,COMP-00063,2024,Q3,30.07,0.417,26.41,66
1000,COMP-00063,2024,Q4,38.69,0.458,6.7,62
