response_id,company_id,survey_year,quarter,remote_work_percentage,employee_satisfaction_score,task_automation_rate,time_saved_per_week,jobs_displaced,jobs_created,reskilled_employees
398,COMP-00025,2026,Q2,40.59,5.84,19.27,4.2,31,44,80
399,COMP-00025,2026,Q3,33.24,5.96,15.19,8.45,26,22,60
400,COMP-00025,2026,Q4,57.15,7.06,19.46,7.19,40,39,62
401,COMP-00026,2023,Q1,46.12,6.76,6.21,3.85,0,1,3
402,COMP-00026,2023,Q2,42.63,5.28,8.81,3.41,1,2,1
403,COMP-00026,2023,Q3,60.83,4.82,9.28,2.63,1,1,0
404,COMP-00026,2023,Q4,49.68,6.5,10.95,2.84,1,1,2
406,COMP-00026,2024,Q2,30.25,4.71,17.63,7.97,2,0,0
407,COMP-00026,2024,Q3,55.92,5.7,20.14,6.58,2,2,3
408,COMP-00026,2024,Q4,59.97,6.12,11.26,3.5,1,1,2
409,COMP-00026,2025,Q1,41.53,6.22,19.35,4.79,2,2,4
410,COMP-00026,2025,Q2,58.88,4.73,9.75,5.9,1,2,1
411,COMP-00026,2025,Q3,44.3,6.46,10.18,5.61,0,2,0
412,COMP-00026,2025,Q4,47.74,5.31,22.41,7.56,2,2,2
413,COMP-00026,2026,Q1,61.86,5.6,24.99,9.12,3,2,2
414,COMP-00026,2026,Q2,56.94,6.75,29.94,7.42,2,2,4
415,COMP-00026,2026,Q3,36.08,5.67,11.37,1.76,1,1,3
416,COMP-00026,2026,Q4,59.19,6.28,18.21,6.05,2,2,4
417,COMP-00027,2023,Q1,20.49,5.46,13.79,4.41,2,3,4
418,COMP-00027,2023,Q2,35.84,5.11,6.04,0.29,1,1,5
419,COMP-00027,2023,Q3,27.57,5.15,11.71,0.0,1,1,1
420,COMP-00027,2023,Q4,43.77,5.59,14.26,3.31,1,1,3
421,COMP-00027,2024,Q1,43.23,4.81,23.05,4.64,4,3,4
422,COMP-00027,2024,Q2,31.29,6.58,29.99,8.66,3,4,5
423,COMP-00027,2024,Q3,34.94,6.04,26.67,6.32,4,1,3
424,COMP-00027,2024,Q4,29.61,5.73,12.31,5.95,2,2,3
425,COMP-00027,2025,Q1,31.22,5.06,15.25,6.68,2,2,3
426,COMP-00027,2025,Q2,40.23,5.53,18.19,3.97,1,3,4
427,COMP-00027,2025,Q3,36.5,5.41,14.46,5.95,2,3,4
429,COMP-00027,2026,Q1,40.68,5.43,29.62,9.19,4,5,6
430,COMP-00027,2026,Q2,15.01,6.85,22.59,3.77,4,3,2
431,COMP-00027,2026,Q3,30.54,6.27,11.2,3.99,2,2,3
432,COMP-00027,2026,Q4,32.52,5.93,25.87,4.97,4,1,1
434,COMP-00028,2023,Q2,34.68,3.89,22.85,9.03,39,16,33
435,COMP-00028,2023,Q3,33.07,4.72,18.77,6.81,27,51,64
436,COMP-00028,2023,Q4,49.64,5.59,15.96,5.63,30,19,15
437,COMP-00028,2024,Q1,21.23,5.87,12.94,3.07,11,39,92
438,COMP-00028,2024,Q2,34.5,5.73,13.37,7.49,24,37,45
439,COMP-00028,2024,Q3,22.29,6.18,13.2,5.22,21,27,20
440,COMP-00028,2024,Q4,35.31,6.18,20.36,6.21,39,26,47
441,COMP-00028,2025,Q1,36.16,5.1,18.36,7.31,36,33,66
442,COMP-00028,2025,Q2,19.14,5.08,13.93,3.56,34,9,0
443,COMP-00028,2025,Q3,47.66,5.84,11.41,5.66,16,41,43
444,COMP-00028,2025,Q4,31.8,4.43,18.7,7.16,34,35,82
445,COMP-00028,2026,Q1,25.9,5.01,3.87,5.23,18,35,49
446,COMP-00028,2026,Q2,20.93,5.67,7.74,3.97,15,21,18
447,COMP-00028,2026,Q3,46.82,5.22,31.27,10.8,56,34,16
448,COMP-00028,2026,Q4,35.67,5.96,13.19,0.52,23,20,30
449,COMP-00029,2023,Q1,64.41,5.27,12.9,4.42,291,605,1618
450,COMP-00029,2023,Q2,43.86,5.31,23.05,8.98,449,951,496
451,COMP-00029,2023,Q3,36.13,6.85,15.64,5.07,496,589,1512
452,COMP-00029,2023,Q4,52.85,6.12,10.03,4.15,430,725,778
453,COMP-00029,2024,Q1,49.95,6.44,29.37,11.28,1216,917,2407
455,COMP-00029,2024,Q3,49.12,6.44,25.94,4.61,992,915,1736
456,COMP-00029,2024,Q4,50.42,5.43,12.84,5.4,479,651,1175
457,COMP-00029,2025,Q1,60.41,5.9,28.06,10.03,914,1278,1696
458,COMP-00029,2025,Q2,53.14,5.88,29.77,10.08,1131,880,1145
459,COMP-00029,2025,Q3,31.24,7.0,27.46,8.87,720,656,776
460,COMP-00029,2025,Q4,38.76,6.24,23.47,10.25,650,1096,1510
461,COMP-00029,2026,Q1,49.86,3.98,22.97,12.46,805,515,266
462,COMP-00029,2026,Q2,59.57,6.8,25.77,11.63,1039,1219,1022
463,COMP-00029,2026,Q3,46.02,5.98,27.53,9.02,1002,1089,1863
465,COMP-00030,2023,Q1,52.84,6.52,35.48,11.28,1,1,1
466,COMP-00030,2023,Q2,33.64,5.86,18.99,6.94,0,1,1
467,COMP-00030,2023,Q3,41.31,5.51,11.96,0.0,0,0,1
468,COMP-00030,2023,Q4,58.39,5.94,19.71,5.3,1,1,2
469,COMP-00030,2024,Q1,37.9,5.64,10.28,2.36,0,1,1
470,COMP-00030,2024,Q2,61.11,4.23,34.54,9.15,1,1,1
471,COMP-00030,2024,Q3,48.87,6.06,12.93,4.1,0,1,1
472,COMP-00030,2024,Q4,50.64,5.45,28.68,10.4,1,1,1
473,COMP-00030,2025,Q1,65.54,5.61,26.83,7.15,1,1,1
474,COMP-00030,2025,Q2,50.11,6.06,21.61,3.81,1,1,1
475,COMP-00030,2025,Q3,45.61,3.95,25.15,5.41,1,1,1
476,COMP-00030,2025,Q4,40.03,5.66,24.69,9.17,1,1,0
477,COMP-00030,2026,Q1,53.82,5.93,29.47,8.18,1,1,1
478,COMP-00030,2026,Q2,53.16,5.04,34.73,6.22,1,1,1
479,COMP-00030,2026,Q3,49.25,5.47,17.15,6.04,1,0,1
480,COMP-00030,2026,Q4,48.18,5.82,28.67,9.71,1,1,1
481,COMP-00031,2023,Q1,50.21,5.88,36.31,10.23,157,173,325
482,COMP-00031,2023,Q2,44.17,7.1,25.73,9.04,135,154,202
483,COMP-00031,2023,Q3,51.4,6.57,16.41,6.02,130,93,92
484,COMP-00031,2023,Q4,31.62,6.44,28.18,9.29,143,135,225
485,COMP-00031,2024,Q1,49.08,5.14,26.72,7.8,113,128,252
486,COMP-00031,2024,Q2,51.89,4.59,15.74,5.14,11,128,188
488,COMP-00031,2024,Q4,61.74,6.41,42.17,12.88,199,174,243
489,COMP-00031,2025,Q1,30.01,5.72,36.19,9.63,129,128,230
490,COMP-00031,2025,Q2,60.89,5.71,37.15,10.55,151,154,257
491,COMP-00031,2025,Q3,39.41,7.25,31.12,9.68,133,171,256
492,COMP-00031,2025,Q4,51.17,6.6,25.72,10.19,98,129,227
493,COMP-00031,2026,Q1,45.78,6.0,21.62,8.16,67,122,70
494,COMP-00031,2026,Q2,55.97,5.14,31.98,10.18,147,148,271
495,COMP-00031,2026,Q3,66.17,7.08,26.95,9.85,114,152,221
496,COMP-00031,2026,Q4,45.36,6.96,36.73,9.48,149,136,218
498,COMP-00032,2023,Q2,37.08,4.93,30.89,8.84,3,3,6
499,COMP-00032,2023,Q3,40.64,3.96,28.4,9.34,4,3,0
500,COMP-00032,2023,Q4,64.08,5.43,17.37,3.64,2,5,4
501,COMP-00032,2024,Q1,51.54,5.62,16.38,7.39,3,3,3
502,COMP-00032,2024,Q2,50.15,5.85,18.39,5.89,1,4,4
503,COMP-00032,2024,Q3,63.48,5.11,7.84,4.18,0,4,4
504,COMP-00032,2024,Q4,31.92,5.78,25.93,7.02,4,3,2
505,COMP-00032,2025,Q1,48.52,6.6,31.95,5.29,5,4,3
506,COMP-00032,2025,Q2,43.05,6.3,17.42,4.26,2,3,7
507,COMP-00032,2025,Q3,50.89,4.36,29.44,9.6,4,4,1
509,COMP-00032,2026,Q1,61.39,5.29,44.58,10.17,5,6,5
510,COMP-00032,2026,Q2,52.03,5.7,19.67,9.24,4,4,4
511,COMP-00032,2026,Q3,69.09,6.32,25.86,6.93,3,3,3
512,COMP-00032,2026,Q4,36.52,6.86,24.07,8.82,3,5,7
513,COMP-00033,2023,Q1,41.81,4.97,7.41,1.06,0,1,1
514,COMP-00033,2023,Q2,22.64,6.34,18.35,5.21,1,1,2
515,COMP-00033,2023,Q3,27.27,3.96,16.97,4.74,1,1,0
517,COMP-00033,2024,Q1,26.41,4.74,9.71,3.35,0,1,1
518,COMP-00033,2024,Q2,23.87,5.63,25.37,5.05,1,1,3
519,COMP-00033,2024,Q3,44.57,4.7,35.57,12.37,2,1,2
520,COMP-00033,2024,Q4,37.14,4.14,7.83,0.38,1,1,1
521,COMP-00033,2025,Q1,48.06,6.18,12.96,3.93,1,1,1
522,COMP-00033,2025,Q2,25.84,5.61,34.05,7.85,2,1,2
523,COMP-00033,2025,Q3,11.44,3.46,14.06,6.0,1,0,1
524,COMP-00033,2025,Q4,43.14,5.15,11.1,2.44,1,1,0
525,COMP-00033,2026,Q1,15.21,6.5,13.65,4.09,1,1,0
526,COMP-00033,2026,Q2,26.86,3.84,20.42,6.94,1,1,1
528,COMP-00033,2026,Q4,35.21,6.02,30.85,9.86,2,1,2
529,COMP-00034,2023,Q1,61.95,6.13,5.96,0.47,9,20,47
530,COMP-00034,2023,Q2,15.36,5.81,20.87,1.72,40,16,41
531,COMP-00034,2023,Q3,41.46,4.92,21.09,9.14,34,26,25
532,COMP-00034,2023,Q4,47.29,5.81,18.6,4.03,29,23,36
533,COMP-00034,2024,Q1,31.98,5.05,28.25,4.69,47,27,53
534,COMP-00034,2024,Q2,27.37,4.95,5.84,3.28,0,10,23
536,COMP-00034,2024,Q4,51.01,5.85,5.41,0.0,10,21,31
537,COMP-00034,2025,Q1,31.63,5.94,35.82,6.72,65,25,42
538,COMP-00034,2025,Q2,63.88,6.72,38.08,14.45,61,56,49
539,COMP-00034,2025,Q3,48.06,3.8,22.62,6.64,31,5,20
540,COMP-00034,2025,Q4,58.76,5.77,19.23,8.85,25,51,99
541,COMP-00034,2026,Q1,37.64,5.01,10.81,2.72,19,31,45
542,COMP-00034,2026,Q2,7.16,5.76,18.43,3.11,33,26,31
543,COMP-00034,2026,Q3,31.51,6.36,11.93,2.05,18,20,39
544,COMP-00034,2026,Q4,45.58,4.51,21.39,6.12,35,37,60
545,COMP-00035,2023,Q1,37.29,5.68,10.58,0.81,42,80,75
546,COMP-00035,2023,Q2,52.83,4.11,19.8,5.98,79,85,146
547,COMP-00035,2023,Q3,53.57,6.01,27.07,7.81,170,149,258
548,COMP-00035,2023,Q4,76.47,7.3,22.19,6.76,101,135,122
549,COMP-00035,2024,Q1,36.33,6.39,15.24,4.18,34,66,158
550,COMP-00035,2024,Q2,56.69,6.16,17.87,6.05,81,83,124
551,COMP-00035,2024,Q3,65.29,5.76,22.45,5.29,100,143,168
552,COMP-00035,2024,Q4,40.74,6.3,23.05,6.11,111,82,107
553,COMP-00035,2025,Q1,52.14,6.17,11.71,4.36,58,72,154
554,COMP-00035,2025,Q2,38.67,6.1,21.64,7.66,52,114,186
555,COMP-00035,2025,Q3,45.96,6.21,28.3,7.23,138,149,270
556,COMP-00035,2025,Q4,34.91,4.29,5.71,7.76,61,100,195
557,COMP-00035,2026,Q1,44.31,6.87,28.54,8.22,161,120,242
558,COMP-00035,2026,Q2,42.25,6.04,27.81,11.29,156,120,103
559,COMP-00035,2026,Q3,60.59,5.98,26.96,9.37,98,164,171
561,COMP-00036,2023,Q1,40.59,4.71,18.8,6.28,37,25,62
562,COMP-00036,2023,Q2,39.88,6.99,12.6,5.7,35,25,73
563,COMP-00036,2023,Q3,49.58,6.61,18.66,3.42,13,36,22
564,COMP-00036,2023,Q4,24.56,4.68,12.51,1.57,24,16,19
565,COMP-00036,2024,Q1,21.88,6.24,16.69,3.31,25,15,31
566,COMP-00036,2024,Q2,39.36,4.34,10.21,4.11,29,27,14
567,COMP-00036,2024,Q3,30.66,5.02,20.41,6.84,44,26,63
568,COMP-00036,2024,Q4,8.93,4.71,15.78,4.58,20,15,28
569,COMP-00036,2025,Q1,37.49,5.06,32.46,7.25,65,66,92
571,COMP-00036,2025,Q3,31.48,4.65,34.9,9.29,54,41,67
572,COMP-00036,2025,Q4,39.52,6.51,18.51,8.33,35,41,56
573,COMP-00036,2026,Q1,40.3,4.71,11.59,8.3,30,38,87
574,COMP-00036,2026,Q2,45.15,6.08,26.71,6.28,43,32,82
575,COMP-00036,2026,Q3,45.77,4.8,17.41,3.38,41,25,13
576,COMP-00036,2026,Q4,38.58,6.16,14.93,4.93,34,13,69
577,COMP-00037,2023,Q1,81.74,4.7,27.77,6.03,36,44,51
578,COMP-00037,2023,Q2,71.15,6.14,19.25,7.27,26,31,60
579,COMP-00037,2023,Q3,54.92,5.41,15.24,4.19,14,32,11
580,COMP-00037,2023,Q4,76.46,5.67,19.93,6.52,31,20,54
581,COMP-00037,2024,Q1,76.44,5.89,31.86,11.32,45,46,65
582,COMP-00037,2024,Q2,60.13,6.75,22.19,5.75,28,34,31
583,COMP-00037,2024,Q3,79.3,5.35,14.79,6.14,20,36,56
584,COMP-00037,2024,Q4,51.79,6.65,27.13,6.8,29,42,52
585,COMP-00037,2025,Q1,67.18,6.49,29.25,10.69,33,38,34
586,COMP-00037,2025,Q2,88.61,4.22,41.07,13.31,51,59,81
587,COMP-00037,2025,Q3,71.45,6.07,39.02,10.84,48,37,48
589,COMP-00037,2026,Q1,62.13,6.8,33.13,11.13,42,38,76
590,COMP-00037,2026,Q2,79.17,5.81,26.14,10.43,39,54,68
591,COMP-00037,2026,Q3,46.67,5.3,22.65,4.15,27,20,39
592,COMP-00037,2026,Q4,72.96,5.92,35.04,10.47,48,45,48
593,COMP-00038,2023,Q1,27.87,5.52,12.37,5.65,11,19,19
594,COMP-00038,2023,Q2,61.29,4.28,19.26,7.18,13,20,26
595,COMP-00038,2023,Q3,50.17,5.43,33.75,8.4,23,19,48
597,COMP-00038,2024,Q1,42.23,6.09,13.87,5.43,10,16,28
598,COMP-00038,2024,Q2,49.32,5.46,29.71,7.17,27,19,28
599,COMP-00038,2024,Q3,64.49,5.2,27.46,8.27,20,21,23
600,COMP-00038,2024,Q4,35.2,6.15,12.7,5.81,12,9,24
601,COMP-00038,2025,Q1,61.18,6.42,19.06,4.1,14,22,24
602,COMP-00038,2025,Q2,49.17,5.55,18.54,5.93,11,12,16
603,COMP-00038,2025,Q3,59.4,5.61,31.07,8.42,18,18,36
604,COMP-00038,2025,Q4,53.24,5.79,21.47,10.47,18,17,32
605,COMP-00038,2026,Q1,53.26,5.64,29.34,9.8,22,17,24
606,COMP-00038,2026,Q2,54.32,6.31,26.09,5.98,20,23,30
607,COMP-00038,2026,Q3,47.79,7.21,19.16,5.55,13,20,39
608,COMP-00038,2026,Q4,60.32,5.47,24.27,7.82,16,18,24
609,COMP-00039,2023,Q1,48.6,6.74,39.89,9.01,248,195,301
610,COMP-00039,2023,Q2,46.75,6.77,23.69,8.24,133,148,405
611,COMP-00039,2023,Q3,41.03,6.15,30.8,13.5,117,171,294
612,COMP-00039,2023,Q4,46.78,7.53,19.08,6.71,77,161,322
613,COMP-00039,2024,Q1,76.19,5.93,30.41,9.27,172,138,168
614,COMP-00039,2024,Q2,44.48,4.84,19.09,9.15,93,112,248
615,COMP-00039,2024,Q3,34.28,4.83,27.21,6.62,176,159,161
616,COMP-00039,2024,Q4,50.83,7.06,32.0,9.09,201,173,164
617,COMP-00039,2025,Q1,35.14,5.77,33.62,6.24,170,162,266
618,COMP-00039,2025,Q2,40.16,6.12,15.96,6.71,127,112,68
619,COMP-00039,2025,Q3,33.48,4.53,20.94,4.68,76,161,212
620,COMP-00039,2025,Q4,58.53,6.6,23.61,5.0,150,191,225
621,COMP-00039,2026,Q1,32.74,6.44,34.53,12.26,157,158,208
622,COMP-00039,2026,Q2,48.92,6.69,28.67,7.73,158,176,161
623,COMP-00039,2026,Q3,42.11,6.34,40.44,14.87,272,228,344
624,COMP-00039,2026,Q4,39.14,6.83,34.96,6.11,204,197,301
625,COMP-00040,2023,Q1,71.2,6.7,40.11,13.42,24,24,24
626,COMP-00040,2023,Q2,55.99,4.63,12.92,4.61,10,7,18
627,COMP-00040,2023,Q3,56.59,5.49,30.6,7.56,17,21,39
628,COMP-00040,2023,Q4,29.94,6.25,7.31,3.97,2,16,18
629,COMP-00040,2024,Q1,55.6,5.55,22.06,5.79,13,20,22
630,COMP-00040,2024,Q2,56.49,5.25,15.73,5.2,10,17,23
631,COMP-00040,2024,Q3,30.08,6.77,22.42,8.62,16,12,22
632,COMP-00040,2024,Q4,34.81,5.14,17.22,5.43,11,6,12
633,COMP-00040,2025,Q1,40.04,6.87,24.09,10.15,14,12,19
634,COMP-00040,2025,Q2,48.25,6.31,23.09,7.89,15,15,24
635,COMP-00040,2025,Q3,31.19,4.64,17.55,5.92,6,17,21
636,COMP-00040,2025,Q4,47.25,5.3,12.69,3.59,12,14,16
637,COMP-00040,2026,Q1,51.17,4.72,10.51,3.28,11,5,11
638,COMP-00040,2026,Q2,49.53,6.15,27.6,7.86,17,11,22
639,COMP-00040,2026,Q3,26.27,5.93,14.42,5.02,12,13,18
640,COMP-00040,2026,Q4,54.74,6.49,16.51,5.16,8,19,37
641,COMP-00041,2023,Q1,62.72,6.44,35.05,7.66,5,3,5
642,COMP-00041,2023,Q2,49.85,4.84,20.83,6.87,4,4,7
643,COMP-00041,2023,Q3,38.39,4.84,21.61,9.8,4,4,3
644,COMP-00041,2023,Q4,61.09,6.42,30.05,9.73,4,4,8
645,COMP-00041,2024,Q1,60.59,6.02,35.81,11.26,5,3,6
646,COMP-00041,2024,Q2,65.51,7.14,44.72,14.5,5,4,5
647,COMP-00041,2024,Q3,58.07,6.31,32.67,8.0,4,4,3
648,COMP-00041,2024,Q4,50.65,5.58,26.02,4.75,3,4,6
649,COMP-00041,2025,Q1,66.33,6.92,20.83,6.61,3,3,5
650,COMP-00041,2025,Q2,55.59,7.12,33.88,11.13,4,6,6
651,COMP-00041,2025,Q3,50.39,6.34,32.2,10.3,4,4,3
652,COMP-00041,2025,Q4,50.91,5.2,18.82,8.77,3,2,2
653,COMP-00041,2026,Q1,52.12,5.49,30.66,8.75,4,4,5
654,COMP-00041,2026,Q2,60.93,6.45,28.84,6.78,4,4,6
656,COMP-00041,2026,Q4,46.55,6.12,23.89,4.66,3,3,3
657,COMP-00042,2023,Q1,34.31,6.07,9.72,3.74,0,1,2
658,COMP-00042,2023,Q2,45.64,5.83,21.86,5.98,1,1,1
659,COMP-00042,2023,Q3,26.35,4.7,11.73,4.72,1,0,0
660,COMP-00042,2023,Q4,50.02,5.26,17.19,5.53,1,1,1
661,COMP-00042,2024,Q1,20.63,5.69,18.52,4.59,1,0,0
663,COMP-00042,2024,Q3,57.11,5.24,8.86,2.99,1,1,1
664,COMP-00042,2024,Q4,28.45,4.78,16.33,5.72,1,0,0
665,COMP-00042,2025,Q1,53.86,5.11,15.82,6.22,1,1,1
666,COMP-00042,2025,Q2,21.57,4.94,12.47,3.46,1,1,2
667,COMP-00042,2025,Q3,22.27,5.0,18.37,2.05,1,0,1
668,COMP-00042,2025,Q4,31.8,5.08,23.53,4.32,1,1,1
669,COMP-00042,2026,Q1,35.77,6.28,26.47,8.89,1,1,1
670,COMP-00042,2026,Q2,26.74,3.99,14.47,4.78,1,0,0
671,COMP-00042,2026,Q3,23.66,5.22,18.79,4.94,1,1,1
672,COMP-00042,2026,Q4,40.44,5.04,8.05,3.64,1,1,1
673,COMP-00043,2023,Q1,57.1,5.28,13.05,2.7,1,0,2
674,COMP-00043,2023,Q2,34.38,5.53,22.1,8.36,1,1,1
675,COMP-00043,2023,Q3,55.74,6.13,21.57,4.95,1,1,2
676,COMP-00043,2023,Q4,43.95,4.7,36.94,11.21,1,1,2
677,COMP-00043,2024,Q1,58.57,5.61,22.87,6.73,1,1,1
678,COMP-00043,2024,Q2,33.51,5.37,29.67,7.64,1,1,1
679,COMP-00043,2024,Q3,51.97,6.17,24.31,8.34,1,1,2
680,COMP-00043,2024,Q4,47.66,5.45,27.71,6.28,1,1,2
681,COMP-00043,2025,Q1,24.38,6.12,22.64,3.34,1,1,1
682,COMP-00043,2025,Q2,29.37,5.48,21.23,5.72,1,1,1
683,COMP-00043,2025,Q3,37.12,5.09,27.35,8.29,1,1,1
684,COMP-00043,2025,Q4,39.79,4.85,20.13,8.16,1,1,1
685,COMP-00043,2026,Q1,60.46,6.58,14.2,7.31,0,1,1
686,COMP-00043,2026,Q2,39.86,5.09,21.36,6.62,1,1,2
687,COMP-00043,2026,Q3,44.12,4.44,4.22,0.0,0,0,0
688,COMP-00043,2026,Q4,24.27,5.74,16.15,7.36,0,1,2
689,COMP-00044,2023,Q1,24.18,5.14,28.11,7.62,296,267,638
690,COMP-00044,2023,Q2,40.11,7.61,25.09,8.68,299,321,673
691,COMP-00044,2023,Q3,38.07,5.23,14.2,6.37,125,222,614
692,COMP-00044,2023,Q4,46.55,5.73,34.53,11.1,472,270,372
693,COMP-00044,2024,Q1,39.56,5.85,30.65,10.37,323,303,397
694,COMP-00044,2024,Q2,44.41,6.34,32.5,13.8,362,387,255
696,COMP-00044,2024,Q4,50.2,6.13,27.65,4.32,294,349,448
697,COMP-00044,2025,Q1,50.61,5.28,22.6,9.96,222,350,684
698,COMP-00044,2025,Q2,35.39,8.05,33.3,6.71,403,371,510
699,COMP-00044,2025,Q3,47.73,6.9,39.54,14.23,467,477,510
700,COMP-00044,2025,Q4,51.22,6.19,39.31,14.53,494,330,101
701,COMP-00044,2026,Q1,49.47,5.63,36.43,9.23,428,397,858
702,COMP-00044,2026,Q2,29.77,5.06,30.39,7.85,428,367,280
703,COMP-00044,2026,Q3,61.35,5.66,31.68,10.0,470,381,504
704,COMP-00044,2026,Q4,64.54,5.55,35.55,9.77,380,432,378
705,COMP-00045,2023,Q1,48.16,5.4,26.19,7.11,537,263,603
706,COMP-00045,2023,Q2,53.7,6.36,25.5,7.23,273,247,750
707,COMP-00045,2023,Q3,59.29,6.2,19.06,8.17,254,230,702
708,COMP-00045,2023,Q4,59.96,4.99,20.74,8.58,346,206,684
709,COMP-00045,2024,Q1,72.27,6.92,22.78,6.69,326,344,759
710,COMP-00045,2024,Q2,49.47,6.41,12.37,3.81,259,388,479
711,COMP-00045,2024,Q3,53.79,5.49,10.63,2.62,170,130,209
712,COMP-00045,2024,Q4,42.22,6.57,28.76,5.71,431,427,836
713,COMP-00045,2025,Q1,49.39,5.01,9.75,4.45,107,221,375
714,COMP-00045,2025,Q2,35.63,5.55,27.8,5.3,404,430,534
715,COMP-00045,2025,Q3,53.53,5.8,21.79,5.79,309,271,739
716,COMP-00045,2025,Q4,37.07,6.75,25.17,9.57,419,160,422
717,COMP-00045,2026,Q1,53.67,4.23,17.73,4.1,273,296,369
719,COMP-00045,2026,Q3,43.39,5.72,11.85,6.11,81,367,220
720,COMP-00045,2026,Q4,49.16,6.58,18.14,8.3,362,384,725
721,COMP-00046,2023,Q1,62.75,6.03,25.27,10.82,941,1142,1623
722,COMP-00046,2023,Q2,62.87,5.26,15.51,5.49,662,1046,758
723,COMP-00046,2023,Q3,53.44,6.84,35.16,12.05,1373,1265,2093
724,COMP-00046,2023,Q4,32.73,5.36,19.79,4.34,748,790,1151
725,COMP-00046,2024,Q1,40.75,4.89,14.62,4.14,774,1344,952
726,COMP-00046,2024,Q2,45.49,5.7,20.78,7.67,860,781,848
727,COMP-00046,2024,Q3,60.53,5.37,30.28,9.82,1148,1088,2182
729,COMP-00046,2025,Q1,47.3,6.54,19.5,7.59,698,1253,1736
730,COMP-00046,2025,Q2,65.71,4.38,11.62,5.27,422,869,1411
731,COMP-00046,2025,Q3,59.96,6.11,19.53,6.87,1030,848,1407
733,COMP-00046,2026,Q1,59.58,4.67,12.57,2.25,150,706,1515
734,COMP-00046,2026,Q2,45.32,4.48,15.51,6.5,572,725,1306
735,COMP-00046,2026,Q3,55.07,5.66,20.73,6.16,893,1009,1242
736,COMP-00046,2026,Q4,45.49,6.58,31.54,10.68,1507,1282,2347
737,COMP-00047,2023,Q1,29.48,5.88,19.88,6.31,251,193,456
738,COMP-00047,2023,Q2,43.25,4.02,23.33,7.89,246,210,373
739,COMP-00047,2023,Q3,63.12,5.82,40.54,9.12,417,370,557
740,COMP-00047,2023,Q4,47.47,4.92,30.74,12.17,384,243,531
741,COMP-00047,2024,Q1,58.05,7.27,28.61,8.17,318,324,516
742,COMP-00047,2024,Q2,45.47,5.57,30.86,12.34,338,353,948
743,COMP-00047,2024,Q3,54.82,6.6,36.79,12.43,392,280,358
744,COMP-00047,2024,Q4,56.33,5.08,39.86,12.86,394,191,254
745,COMP-00047,2025,Q1,65.01,4.96,26.16,11.98,334,306,315
746,COMP-00047,2025,Q2,39.34,5.05,17.12,4.59,146,267,535
747,COMP-00047,2025,Q3,45.7,6.08,26.69,8.45,264,329,394
748,COMP-00047,2025,Q4,50.67,5.29,21.33,7.69,198,204,84
749,COMP-00047,2026,Q1,42.07,5.41,0.0,0.49,98,212,457
750,COMP-00047,2026,Q2,50.32,5.45,16.92,5.83,252,240,545
751,COMP-00047,2026,Q3,59.6,6.68,26.09,8.96,296,233,620
752,COMP-00047,2026,Q4,29.38,5.82,29.91,10.18,228,244,432
753,COMP-00048,2023,Q1,50.67,5.42,17.07,1.56,3,3,5
754,COMP-00048,2023,Q2,40.86,4.78,25.26,6.37,5,1,3
755,COMP-00048,2023,Q3,27.49,4.77,15.28,4.54,3,2,8
756,COMP-00048,2023,Q4,36.5,7.09,24.77,6.64,5,4,6
757,COMP-00048,2024,Q1,33.42,4.75,24.14,11.17,4,4,8
758,COMP-00048,2024,Q2,33.73,5.32,20.66,8.87,6,3,3
759,COMP-00048,2024,Q3,23.87,4.91,10.27,5.04,3,2,3
760,COMP-00048,2024,Q4,42.93,4.26,19.18,5.52,3,3,7
761,COMP-00048,2025,Q1,46.56,5.57,14.47,6.5,3,5,4
762,COMP-00048,2025,Q2,32.24,5.14,13.65,7.43,3,4,10
763,COMP-00048,2025,Q3,20.47,4.77,12.61,3.37,3,3,2
764,COMP-00048,2025,Q4,40.16,5.74,16.2,3.18,3,3,1
765,COMP-00048,2026,Q1,26.96,5.95,13.97,6.22,4,2,6
766,COMP-00048,2026,Q2,32.57,4.22,19.11,4.38,3,3,2
767,COMP-00048,2026,Q3,36.65,7.04,19.27,4.43,3,3,2
769,COMP-00049,2023,Q1,53.21,6.06,16.99,3.37,573,453,1273
771,COMP-00049,2023,Q3,48.39,4.39,18.13,3.87,326,370,450
772,COMP-00049,2023,Q4,62.85,6.06,32.76,8.94,662,549,1371
773,COMP-00049,2024,Q1,51.25,6.42,32.09,10.84,818,633,1160
774,COMP-00049,2024,Q2,46.98,5.85,21.95,6.61,399,717,993
775,COMP-00049,2024,Q3,52.26,5.84,20.94,6.07,420,451,1200
776,COMP-00049,2024,Q4,34.5,5.4,33.18,8.19,732,732,751
777,COMP-00049,2025,Q1,49.76,5.6,25.88,8.56,482,521,896
778,COMP-00049,2025,Q2,53.54,5.8,20.68,4.51,395,691,1275
779,COMP-00049,2025,Q3,75.01,6.48,16.08,4.82,295,609,791
780,COMP-00049,2025,Q4,70.34,6.94,38.27,12.65,805,1110,1465
781,COMP-00049,2026,Q1,65.88,6.5,25.24,4.69,492,650,1177
783,COMP-00049,2026,Q3,60.61,5.8,29.36,8.87,675,787,578
784,COMP-00049,2026,Q4,52.36,6.38,24.03,5.52,457,740,979
785,COMP-00050,2023,Q1,36.18,4.47,12.35,5.61,3,2,3
786,COMP-00050,2023,Q2,32.38,4.82,21.77,6.9,3,4,8
