response_id,remote_work_percentage,employee_satisfaction_score,reskilled_employees
1229,33.2,6.21,1
1230,46.05,6.38,4
1231,51.0,6.05,4
1232,28.19,4.7,3
1233,51.31,5.8,646
1234,42.94,7.14,561
1235,48.51,5.2,347
1236,40.35,6.39,781
1237,51.32,4.33,688
1238,42.35,6.03,276
1239,65.34,5.86,326
1240,44.25,5.94,716
1241,49.6,5.31,1009
1242,62.23,6.68,930
1243,60.57,4.39,609
1244,50.32,6.07,663
1245,55.95,6.07,987
1247,79.11,7.33,1072
1248,63.76,5.4,450
1249,35.7,5.99,2
1250,35.89,4.06,0
1251,35.53,4.66,0
1252,27.77,6.12,1
1254,33.52,5.59,1
1255,13.1,6.39,2
1256,43.91,5.4,0
1257,28.53,4.71,0
1258,43.76,5.48,0
1259,13.99,6.64,1
1260,62.49,5.65,1
1261,29.86,4.58,1
1262,53.72,4.71,2
1263,36.19,5.11,1
1264,39.94,5.31,3
1265,35.42,7.4,146
1266,31.39,5.57,155
1267,35.84,5.5,114
1268,48.63,6.62,120
1269,51.35,7.18,152
1270,48.44,5.46,243
1271,35.34,5.92,93
1272,43.59,7.74,132
1273,39.31,7.09,173
1274,49.93,7.11,211
1275,47.83,7.59,246
1276,38.64,6.37,171
1277,33.04,6.27,61
1278,39.37,6.16,160
1279,38.57,5.96,124
1280,61.11,7.34,212
1281,13.72,5.24,1
1282,20.17,4.87,2
1283,22.96,4.29,1
1285,23.38,6.8,2
1286,36.4,4.71,1
1287,22.61,5.29,3
1288,22.68,5.4,1
1289,17.6,5.38,1
1290,12.35,3.57,4
1291,39.55,5.7,1
1292,32.92,5.17,3
1293,37.0,5.38,2
1294,26.05,4.61,1
1295,40.79,2.37,1
1296,20.16,5.49,0
1297,37.77,5.29,4
1298,59.71,5.32,2
1299,36.53,6.49,12
1300,52.91,6.26,3
1301,20.23,5.49,3
1303,27.26,5.13,4
1304,32.41,5.59,8
1305,48.96,5.07,3
1306,18.02,6.28,6
1308,49.37,5.45,6
1309,44.23,5.57,8
1310,28.6,5.93,5
1311,22.89,4.73,7
1312,24.28,5.36,4
1314,34.35,5.84,2
1315,10.41,4.22,1
1316,18.32,4.36,1
1317,10.09,6.32,0
1318,26.29,5.63,1
1319,29.31,5.38,0
1320,28.59,5.86,1
1321,44.04,6.42,1
1322,30.26,4.93,1
1323,38.75,5.84,1
1324,20.96,3.85,1
1325,42.68,4.68,0
1326,16.77,5.41,0
1327,28.36,6.68,0
1328,48.35,6.88,2
1329,32.49,4.49,4
1330,32.47,5.31,2
1331,58.3,5.91,3
1332,59.92,6.02,6
1333,38.9,6.72,6
1334,42.28,4.49,3
1335,49.78,4.68,5
1336,59.93,6.66,8
1337,60.19,6.17,6
1338,41.6,5.31,5
1339,44.92,6.32,6
1340,50.42,5.16,2
1341,49.19,4.58,5
1342,39.03,4.01,0
1343,54.09,7.37,5
1344,57.8,4.69,3
1345,13.5,5.76,0
1346,20.88,3.12,1
1347,28.3,4.9,3
1348,21.44,4.25,1
1349,31.03,4.07,0
1350,52.19,6.68,3
1351,28.21,5.0,1
1352,8.86,6.01,1
1353,32.08,5.4,2
1354,24.84,6.24,0
1355,30.25,5.05,1
1356,25.6,5.5,0
1357,23.8,5.01,2
1358,20.39,5.36,3
1359,23.89,5.57,0
1361,54.7,5.76,609
1362,55.95,7.62,1236
1363,60.78,6.88,877
1364,54.24,5.33,586
1365,48.96,5.85,458
1366,62.83,6.87,689
1367,83.55,5.42,1012
1368,42.48,6.86,1238
1369,43.08,5.82,347
1370,41.34,5.95,610
1371,35.71,5.65,242
1372,67.19,5.26,748
1373,60.25,5.55,325
1374,67.21,5.54,783
1375,69.76,6.46,682
1376,61.43,6.29,644
1377,50.38,6.58,18
1378,40.76,4.77,0
1379,52.78,7.63,53
1381,51.53,5.04,31
1382,50.27,7.38,48
1383,48.71,6.65,50
1384,50.0,5.39,43
1385,50.77,5.25,68
1386,56.12,5.67,44
1387,55.21,7.44,35
1388,52.5,6.41,14
1389,42.73,5.91,55
1390,36.29,5.15,28
1391,42.91,5.14,23
1393,32.02,7.1,1028
1394,53.45,8.03,1358
1395,53.16,4.71,1216
1396,51.39,5.9,1174
1397,63.94,6.27,1327
1398,43.58,6.37,1414
1399,33.37,5.31,910
1400,55.6,7.13,1138
1401,52.25,5.29,1420
1402,26.68,5.13,853
1403,38.12,6.38,979
1404,26.5,5.06,1007
1405,41.57,5.33,1153
1406,53.8,6.94,1336
1407,50.68,6.82,525
1409,13.07,5.29,3
1410,29.18,5.57,1
1411,22.84,4.9,5
1412,25.75,5.13,0
1413,10.61,4.11,2
1414,41.18,6.56,2
1415,36.07,5.79,4
1416,34.49,3.84,1
1417,54.06,5.82,2
1418,30.33,7.46,4
1419,28.73,4.95,4
1420,22.27,5.41,0
1421,23.72,4.96,1
1422,31.65,5.53,0
1423,20.24,4.86,1
1424,31.57,5.85,3
1425,30.31,5.1,0
1426,31.75,5.64,13
1427,53.66,6.6,45
1428,50.77,5.32,42
1429,48.16,5.35,42
1430,47.38,5.1,49
1431,59.83,5.79,35
1432,60.94,5.65,47
1433,67.19,6.2,27
1434,41.27,6.27,38
1435,68.77,3.82,36
1437,55.13,5.96,45
1438,53.46,5.23,15
1439,61.19,6.71,25
1440,73.91,6.54,33
1441,55.28,7.45,102
1442,42.48,6.59,51
1443,37.76,5.52,69
1444,73.99,5.48,22
1445,40.62,6.21,99
1446,55.38,5.22,54
1447,56.38,5.95,76
1448,45.71,5.85,27
1449,47.54,4.81,55
1450,42.24,6.27,66
1451,58.42,5.84,69
1452,59.84,6.4,57
1453,50.54,5.44,28
1454,51.13,6.37,49
1455,34.3,5.01,25
1456,41.45,4.92,59
1457,60.1,6.33,6
1458,27.49,5.84,1
1459,54.26,5.74,4
1460,38.73,6.0,1
1461,24.97,6.99,2
1462,45.62,6.22,6
1464,29.51,5.66,3
1465,29.66,5.16,5
1466,57.24,5.83,8
1468,45.72,5.19,5
1470,29.31,5.67,6
1471,56.71,3.31,4
1472,40.95,6.45,4
1473,65.67,5.25,8
1474,54.36,5.46,1
1475,47.41,5.07,1
1476,58.56,5.96,7
1477,58.88,5.22,2
1478,49.21,5.01,3
1479,50.49,4.9,3
1480,50.06,5.33,4
1481,54.82,5.45,4
1483,48.49,4.37,2
1484,68.7,5.44,5
1485,54.07,5.71,5
1486,60.84,5.34,5
1487,36.99,5.88,6
1488,46.78,4.89,9
1489,67.19,5.74,3
1490,45.45,5.34,4
1491,62.84,5.7,2
1492,32.83,5.8,4
1493,64.19,6.07,6
1494,51.39,4.64,5
1495,56.21,4.81,2
1496,62.35,7.49,3
1497,54.11,6.51,3
1498,66.15,6.56,5
1499,44.3,4.99,4
1500,59.11,6.77,5
1501,56.45,6.59,5
1502,45.66,6.33,4
1503,75.33,6.95,5
1504,70.98,6.74,3
1505,27.74,5.28,2
1506,34.57,6.2,19
1507,23.96,6.2,24
1508,26.92,5.41,33
1509,30.83,7.01,4
1511,29.53,4.11,33
1512,51.25,4.91,49
1513,30.77,4.8,27
1514,38.98,5.6,50
1515,31.2,4.97,52
1517,21.09,6.34,28
1518,34.36,6.04,22
1519,14.15,5.76,0
1520,23.81,4.49,21
1521,22.48,5.1,32
1522,25.83,3.41,9
1523,18.3,4.98,34
1524,16.36,5.85,33
1525,38.25,4.74,20
1526,48.44,5.02,19
1527,26.63,6.19,34
1528,13.9,4.85,5
1529,25.93,4.08,25
1530,22.65,4.86,33
1531,37.98,6.01,24
1532,29.4,5.86,38
1533,10.0,5.01,0
1534,43.37,5.86,31
1535,38.71,5.31,19
1536,23.86,6.07,46
1537,42.9,5.68,3
1539,30.24,6.11,5
1541,27.14,5.07,3
1544,40.07,7.99,8
1545,48.18,6.48,7
1546,38.66,6.2,10
1547,42.84,5.38,8
1548,34.41,6.43,8
1549,44.29,5.28,10
1550,28.15,4.52,8
1551,50.13,5.62,4
1552,49.32,5.53,3
1553,42.78,6.7,14
1554,37.66,6.14,15
1555,47.79,6.89,12
1556,31.74,5.38,5
1557,65.43,6.78,18
1558,41.47,6.27,20
1559,45.6,5.67,18
1560,39.14,4.6,7
1561,23.36,5.15,8
1562,50.66,6.13,13
1563,47.01,6.16,20
1564,54.42,5.93,12
1565,53.36,5.51,23
1566,47.04,6.58,6
1567,64.61,5.72,9
1568,47.05,4.66,23
1569,50.72,4.23,1
1570,39.56,5.89,4
1571,51.63,6.63,6
1572,49.68,4.16,5
1573,37.72,6.43,1
1574,33.29,5.69,3
1575,34.98,3.9,0
1576,40.81,6.03,4
1577,45.79,6.17,6
1579,39.26,5.19,10
1580,50.87,7.27,4
1581,50.74,6.56,5
1582,63.34,5.07,7
1583,41.02,5.88,4
1584,50.15,4.88,6
1585,33.84,6.56,1
1586,45.04,5.25,0
1587,43.89,5.21,1
1588,55.16,5.16,3
1589,35.25,5.86,1
1590,34.34,3.6,1
1591,30.32,5.06,3
1592,31.99,4.42,2
1593,24.18,5.63,1
1594,25.91,4.36,1
1595,34.5,6.25,0
1596,17.52,5.25,1
1597,35.33,5.27,2
1598,29.15,5.15,2
1599,32.86,6.28,2
1600,22.73,5.83,1
1601,39.15,6.53,0
1602,50.33,4.76,10
1603,47.92,5.5,3
1604,41.45,5.52,9
1605,44.79,4.97,6
1607,40.38,4.99,8
1608,56.27,5.39,6
1609,44.07,4.39,6
1610,51.26,5.18,1
1611,59.8,5.1,4
1612,32.1,6.87,3
1613,29.08,4.27,4
1614,56.42,4.63,9
1615,45.2,6.43,8
1616,32.87,5.83,6
1617,47.34,5.43,954
1618,40.94,4.57,690
1619,29.93,5.47,1103
1620,36.66,4.43,604
1622,32.81,5.06,870
1624,43.62,5.11,324
1625,62.17,4.86,1498
1626,44.65,5.37,1290
1627,51.02,5.97,613
1628,51.17,5.97,891
1629,46.43,5.03,790
1630,40.8,4.86,784
1631,59.15,4.97,1051
1632,47.49,6.11,888
1633,17.9,4.97,16
1634,32.73,6.09,17
1635,16.34,6.19,15
1636,12.3,5.11,15
1637,23.24,5.05,22
1638,23.86,6.17,8
1639,31.25,4.54,0
1640,22.43,4.84,0
1641,41.29,5.39,2
1642,10.41,5.68,20
1643,24.27,5.8,8
1644,30.82,4.86,8
1645,23.95,6.24,21
1646,21.85,5.81,11
1647,41.72,6.3,31
1648,32.21,5.03,8
1649,52.54,6.43,529
1650,56.8,6.13,908
1651,65.21,6.07,689
1652,54.19,4.63,702
1653,59.07,5.94,1071
1654,50.97,5.59,1291
1655,50.11,6.01,1258
1656,61.95,6.21,1333
1657,59.84,5.72,1227
1659,44.4,6.82,1568
1660,60.02,4.83,884
1661,63.48,7.04,1194
1662,44.73,6.5,695
1663,66.35,7.29,1255
1664,49.49,4.24,1548
1665,42.19,5.07,5
1666,50.34,4.38,0
1667,45.95,5.63,4
1668,30.33,5.85,4
1669,28.59,5.03,5
1670,52.71,4.9,5
1671,34.74,5.24,4
1672,38.7,6.8,8
1673,47.92,5.77,3
1674,52.57,4.72,1
1675,50.49,5.11,1
1676,37.86,5.33,0
1677,29.51,4.83,1
1678,61.38,5.0,4
1679,61.68,6.2,6
1680,32.36,4.82,12
1681,41.78,5.01,32
1682,23.08,4.95,36
1683,41.49,5.89,48
1684,31.98,5.07,20
1685,22.13,5.43,5
1686,28.12,4.41,4
1687,22.15,5.69,60
1688,33.93,4.92,21
1689,20.19,5.21,45
1690,18.62,6.42,48
1691,24.36,5.34,78
1692,29.11,5.54,48
1693,25.85,5.84,7
1694,30.61,6.61,48
1695,19.89,5.71,52
1696,54.39,5.54,35
1697,45.45,4.98,1188
1698,56.13,6.03,2151
1699,59.64,7.58,926
1700,75.79,5.74,1451
1702,40.42,5.47,571
1703,47.3,5.67,204
1704,29.68,6.04,625
1705,54.02,6.18,1799
1706,65.29,5.29,895
1707,27.18,5.97,679
1708,45.15,5.4,1647
1710,37.0,7.27,1400
1711,60.0,7.36,1298
1712,61.52,5.95,1021
1713,47.27,6.32,975
1714,65.69,5.01,1058
1715,59.07,5.28,1880
1716,62.57,6.23,1202
1717,64.34,6.82,955
1718,74.75,6.16,1164
1719,70.49,6.4,1115
1720,66.0,5.8,984
1721,70.74,5.74,866
1722,65.46,5.66,1118
1723,63.41,6.37,554
1724,54.89,7.5,1741
1725,75.6,5.82,1037
1726,66.2,5.45,1646
1727,54.64,4.92,618
1728,71.06,6.54,1443
1729,63.84,5.09,1
1730,35.9,6.31,2
1731,35.65,5.47,4
1732,59.0,5.39,3
1733,60.67,4.12,4
1734,55.89,5.24,3
1735,26.66,6.18,2
1736,39.02,5.48,2
1737,36.32,6.24,2
1739,45.51,6.64,3
1740,53.37,6.59,2
1741,35.06,4.99,2
1742,48.61,4.44,2
1743,33.56,5.75,2
1744,37.91,6.09,1
1745,43.52,5.25,6
1746,46.26,4.66,5
1747,61.85,6.43,6
1748,83.59,6.01,7
1749,69.83,6.31,9
1750,72.77,6.21,7
1752,44.69,5.22,7
1753,74.68,4.83,11
1754,65.01,5.47,13
1755,82.11,5.69,2
1756,54.16,5.67,6
1757,58.47,7.6,7
1758,49.06,5.46,7
1759,43.64,6.32,8
1761,41.03,5.37,1
1762,47.72,4.9,2
1763,54.32,6.13,2
1764,32.17,5.9,1
1765,45.89,4.66,2
1766,21.51,5.65,2
1767,71.92,5.51,1
1768,24.67,4.7,2
1769,40.22,6.91,3
1770,42.75,5.9,1
1771,39.4,6.74,1
1772,25.85,5.34,2
1773,20.67,6.29,2
1774,41.43,4.88,1
1775,32.01,4.95,1
1776,54.14,6.11,3
1777,30.45,4.35,47
1778,30.72,5.33,52
1779,46.32,5.16,44
1780,46.45,5.18,37
1781,50.04,4.68,51
1782,35.12,5.71,30
1783,28.08,5.13,78
1784,43.08,4.5,36
1785,29.13,6.32,54
1786,57.81,5.2,89
1787,43.26,4.84,69
1788,28.38,4.79,27
1789,44.19,5.8,91
1791,47.19,4.57,56
1792,39.76,5.87,80
1793,44.05,6.42,484
1794,55.67,6.3,350
1795,43.72,5.84,374
1796,85.86,6.03,859
1797,43.91,5.99,579
1798,52.19,5.97,765
1799,54.98,7.02,219
1800,47.25,5.4,714
1801,53.01,5.54,564
1802,64.55,7.48,973
1803,50.68,7.41,595
1804,59.12,6.61,870
1805,60.45,6.34,605
1806,49.98,7.34,1013
1807,72.97,6.78,941
1808,33.25,5.4,998
1809,23.86,5.42,78
1810,38.36,4.81,291
1811,14.94,4.63,282
1812,28.94,5.04,55
1813,33.21,4.73,171
1815,35.19,3.62,143
1816,45.02,4.91,273
1817,22.15,4.54,0
1818,10.44,5.05,108
1819,48.03,4.65,105
1820,28.07,4.64,96
1821,12.05,5.82,196
1822,13.72,4.62,139
1823,13.19,5.05,165
1824,35.98,5.28,65
1825,62.71,5.49,52
1826,68.95,7.22,24
1827,71.27,4.85,53
1828,60.74,4.54,36
1830,75.15,5.41,64
1831,69.99,4.81,29
1832,51.64,4.7,41
1833,47.66,5.37,63
1834,62.19,5.52,71
1835,73.86,5.44,64
1836,26.06,5.92,60
1837,42.3,6.32,17
1838,66.25,5.92,24
1839,69.83,6.09,53
1840,53.08,5.87,44
1841,45.09,3.78,0
1842,29.51,5.64,3
1843,39.88,5.48,2
1844,34.89,4.31,0
1845,33.08,6.44,2
1846,28.57,5.65,2
1847,30.59,6.1,0
1848,42.12,6.2,2
1849,22.46,4.32,3
1850,30.59,5.1,1
1851,29.21,5.86,3
1852,16.97,4.19,2
1853,33.31,6.14,2
1854,36.41,6.0,3
1855,38.35,5.0,2
1856,51.23,5.21,2
1857,76.67,6.27,608
1858,77.66,5.08,1036
1859,58.12,5.69,1193
1860,54.49,5.46,859
1861,64.54,6.26,1238
1862,65.7,6.25,491
1863,55.26,5.82,783
1864,69.01,5.01,1798
1865,64.14,5.68,1014
1866,73.05,5.02,1372
1867,69.91,6.45,1391
1868,66.84,6.97,1340
1870,76.73,5.44,1264
1871,72.61,6.41,1283
1872,44.05,6.47,918
1873,41.89,6.08,19
1874,44.69,5.59,13
1875,30.74,5.3,10
1877,24.96,6.75,21
1878,28.94,6.5,12
1879,42.35,5.66,10
1880,38.63,4.19,13
1881,34.36,4.85,13
1883,43.99,3.76,13
1884,19.2,5.09,16
1885,48.44,5.98,23
1886,40.73,6.87,15
1887,41.61,7.75,20
1888,49.01,5.21,22
1889,40.22,3.68,1
1890,30.49,4.81,4
1891,26.37,3.99,1
1892,42.26,5.57,1
1893,39.61,4.74,0
1896,14.67,5.23,2
1897,27.81,4.67,2
1898,27.33,4.89,3
1899,36.57,4.47,3
1900,26.29,7.49,3
1901,25.44,5.07,0
1902,39.03,5.42,1
1903,26.92,3.78,2
1904,33.13,5.41,3
1905,48.93,4.73,5
1906,27.89,6.71,3
1908,45.67,6.31,0
1909,59.01,5.81,4
1911,40.25,6.16,2
1912,36.2,5.95,6
1913,39.52,4.51,7
1914,47.68,6.93,4
1915,44.3,6.23,2
1916,41.55,5.04,3
1917,11.35,4.73,3
1919,26.56,5.14,2
1920,34.22,4.71,2
1922,42.27,4.59,45
1923,6.63,6.2,74
1924,40.06,6.65,30
1925,48.82,6.27,97
1926,40.39,6.14,49
1927,28.03,5.92,115
1928,41.57,6.25,75
1929,41.52,4.63,71
1930,29.33,6.34,51
1931,26.06,5.43,12
1932,26.82,4.84,46
1933,44.95,5.75,73
1934,27.07,5.68,42
1935,26.5,4.92,87
1936,29.81,5.6,62
1938,53.02,4.2,1
1939,27.06,6.11,1
1940,35.19,5.69,0
1941,12.25,4.87,0
1942,51.9,5.33,1
1943,36.22,5.3,0
1944,62.5,4.29,1
1945,36.05,4.56,0
1946,36.28,5.71,0
1947,29.96,4.04,0
1948,47.29,5.53,0
1949,33.78,4.44,1
1950,45.22,4.77,1
1952,35.98,5.2,1
1953,31.69,5.09,24
1954,23.16,3.45,34
1955,33.03,6.2,38
1956,5.62,5.69,0
1957,38.83,5.24,68
1958,42.24,5.02,27
1959,27.01,6.81,55
1960,25.99,5.87,46
1961,35.3,6.29,13
1963,39.71,4.71,0
1964,16.94,5.54,89
1965,15.39,4.77,14
1966,35.61,5.77,17
1967,76.84,7.22,49
1968,26.5,5.31,37
1969,44.64,5.79,2
1971,65.84,5.78,4
1972,57.23,4.69,3
1973,41.71,5.41,3
1974,54.79,6.32,0
1975,50.01,6.33,5
1976,59.23,5.92,5
1977,47.38,5.04,1
1978,65.53,5.4,2
1979,54.12,6.0,2
1980,71.08,6.26,4
1981,24.08,4.62,3
1982,54.91,6.15,6
1983,41.95,5.48,3
1984,54.05,5.68,2
1985,40.51,6.15,0
1986,41.22,5.23,0
1988,61.32,5.11,1
1989,42.74,5.39,1
1990,47.58,4.98,1
1991,15.46,5.03,1
1992,60.11,5.48,2
1993,40.19,4.91,1
1994,32.06,4.53,1
1995,51.99,4.86,1
1998,45.06,6.83,1
1999,37.56,5.43,0
2000,45.16,6.35,1
2001,43.12,6.65,2087
2002,38.82,6.14,228
2003,65.28,5.2,1092
2004,33.58,6.59,1080
2005,54.66,5.8,879
2006,29.67,5.55,757
2007,52.93,5.47,788
2008,36.63,6.13,1811
2009,47.37,5.33,855
2010,24.94,5.83,613
2011,59.47,5.05,836
2013,34.46,6.15,1451
2014,49.59,6.51,1744
2015,45.08,5.73,1912
2017,42.83,4.81,109
2018,49.24,5.14,238
2019,29.73,6.36,228
2020,31.9,5.94,110
2021,56.56,5.4,260
2022,42.28,4.57,248
2023,29.26,3.55,36
2025,37.39,5.88,278
2026,50.57,5.99,347
2027,38.49,6.51,190
2028,51.32,6.37,203
2029,27.64,5.78,149
2030,36.17,6.5,237
2031,39.51,6.29,204
2032,47.19,5.55,189
2033,11.14,4.44,0
2034,26.43,6.73,358
2035,24.11,5.48,478
2037,31.64,5.2,1053
2038,41.59,5.14,620
2039,3.42,6.55,359
2040,39.82,6.83,886
2041,56.23,6.15,369
2042,19.52,5.89,380
2043,35.97,5.88,0
2044,54.43,4.46,619
2045,0.0,5.6,240
2046,35.14,5.1,458
2047,50.7,4.9,528
2048,27.9,5.7,344
2049,57.0,5.18,73
2050,51.96,6.05,48
2052,50.29,4.73,43
2053,53.74,6.37,57
2054,52.87,5.87,73
2055,51.93,5.77,38
2056,34.11,6.2,58
2057,44.74,5.35,28
2058,25.28,4.46,39
2059,54.56,4.06,57
2060,51.79,5.19,2
2061,39.48,6.92,56
2062,43.97,5.15,68
2063,57.98,5.2,56
2064,53.72,5.42,52
2065,38.15,6.83,9
2066,15.6,4.52,4
2067,24.8,5.72,2
2068,28.66,4.81,8
2069,30.3,6.76,6
2070,37.09,6.26,5
2071,42.29,4.54,5
2072,27.85,6.13,2
2073,32.27,6.09,3
2074,32.78,5.33,7
2075,27.89,5.51,2
2076,30.37,4.21,6
2077,27.92,5.85,0
2078,29.23,3.74,2
2079,55.93,5.71,5
2081,47.54,5.58,35
2082,23.02,5.21,31
2083,44.63,5.47,42
2084,34.83,5.76,41
2085,26.05,4.49,48
2086,39.77,5.22,39
2087,40.61,6.01,8
2088,13.6,5.69,9
2089,47.49,6.91,28
2090,50.21,5.34,8
2091,32.01,5.61,41
2092,44.17,5.79,59
2093,49.38,5.27,50
2095,37.89,5.15,66
2096,47.62,6.08,16
2097,14.55,3.89,0
2098,18.84,5.17,0
2099,23.69,4.38,0
2100,33.27,5.77,2
2101,30.82,3.73,0
2102,34.78,5.86,1
2103,25.48,4.15,1
2104,33.18,6.07,2
2105,40.27,4.85,1
2106,22.9,5.15,0
2107,30.59,6.78,1
2108,19.71,5.57,1
2109,27.7,5.95,1
2110,27.53,5.21,1
2111,28.07,4.79,0
2112,35.97,5.55,1
2113,61.47,6.07,11
2114,45.97,4.93,21
2115,67.25,6.14,22
2116,58.35,6.43,34
2117,57.1,7.31,35
2118,77.11,6.3,30
2119,73.07,7.44,33
2120,67.26,5.89,37
2121,63.06,5.64,27
2122,55.8,6.38,26
2123,58.57,6.1,29
2124,54.5,5.99,30
2125,46.93,6.39,41
2126,57.52,6.44,28
2127,46.08,4.64,18
2128,39.44,6.86,32
2129,26.82,5.95,3
2130,36.75,5.32,3
2131,30.29,5.73,1
2132,32.84,6.13,3
2133,22.03,6.37,4
2134,19.24,6.02,1
2135,26.88,5.67,0
2136,30.59,5.41,3
2137,32.75,5.68,3
2138,24.28,5.24,4
2139,39.42,5.65,2
2140,28.73,6.15,2
2141,8.57,5.54,2
2142,28.72,5.87,1
2143,10.27,5.08,3
2144,9.9,4.47,2
2145,33.52,5.99,2
2146,37.56,4.74,4
2147,53.92,3.66,5
2149,28.64,5.26,3
2150,58.85,4.95,6
2151,44.49,5.08,4
2152,55.1,4.96,1
2153,38.64,4.56,2
2154,37.7,5.0,3
2155,34.09,5.64,2
2156,49.77,5.92,4
2157,26.65,4.41,3
2158,38.63,5.41,0
2159,44.64,5.69,5
2161,25.2,3.99,0
2162,28.55,4.89,1
2163,39.76,5.36,1
2164,20.13,5.92,0
2165,27.9,6.07,0
2166,21.36,4.83,1
2167,29.96,6.73,0
2168,45.23,5.66,1
2169,30.22,4.79,1
2170,28.38,5.37,0
2171,31.91,6.43,1
2172,35.31,5.5,0
2173,39.07,6.43,1
2174,36.86,2.95,0
2175,54.53,5.83,0
2176,31.29,5.02,1
2178,59.5,4.87,58
2179,38.33,4.93,21
2180,43.38,5.67,0
2181,22.56,6.7,36
2182,52.05,5.41,65
2183,53.71,5.1,58
2184,35.01,4.98,50
2185,59.18,5.64,58
2186,45.87,5.2,58
2187,36.04,4.38,32
2189,48.29,6.39,64
2190,59.93,3.07,70
2191,56.8,5.96,68
2192,61.26,5.39,84
2193,39.74,7.05,890
2194,40.82,5.4,1604
2195,33.34,6.01,1551
2196,23.96,6.09,320
2197,41.87,5.67,379
2198,24.25,6.46,1753
2200,34.38,5.1,1316
2201,45.8,5.78,1853
2202,34.78,7.08,2527
2203,43.45,7.87,1228
2204,33.89,6.83,1096
2206,50.34,4.95,2190
2207,41.57,6.14,1323
2208,43.45,6.98,1540
2209,34.79,4.58,18
2210,33.93,5.04,53
2211,14.67,4.45,56
2212,34.53,6.62,60
2213,29.9,6.88,20
2214,51.75,6.14,41
2215,21.21,5.75,9
2216,23.74,6.19,19
2217,30.86,5.12,22
2218,26.06,4.81,56
2219,45.7,5.71,20
2220,43.68,4.64,24
2221,44.8,5.69,18
2222,45.71,6.62,37
2223,36.42,6.11,14
2224,19.2,7.8,40
2225,49.74,6.0,28
2226,52.05,4.4,28
2227,35.85,6.2,38
2228,57.79,5.56,29
2229,59.12,4.09,31
2230,59.45,6.45,32
2231,38.0,5.31,37
2232,30.45,5.55,35
2233,49.06,6.2,20
2234,52.04,6.38,31
2235,47.6,5.37,47
2236,75.39,5.95,21
2237,45.68,7.06,44
2238,46.69,4.35,16
2239,48.48,4.11,41
2240,46.75,4.36,25
2241,57.23,6.49,209
2242,72.65,7.05,620
2243,52.25,6.16,475
2244,60.13,6.79,673
2245,68.05,5.08,300
2246,67.62,7.63,1026
2247,63.58,5.16,554
2248,61.78,6.46,545
2249,60.35,5.88,767
2250,61.4,5.43,813
2251,63.75,5.9,573
2253,57.1,6.05,795
2254,56.38,6.39,533
2255,60.54,5.95,570
2256,68.13,6.38,825
2257,56.84,5.64,343
2259,34.99,5.54,249
2260,32.77,6.77,176
2261,61.67,5.98,189
2263,36.08,5.31,182
2264,58.25,6.1,417
2265,41.84,6.88,234
2266,44.59,7.68,278
2267,53.43,6.88,464
2268,62.38,6.72,427
2269,58.52,5.28,206
2270,41.9,6.05,482
2271,36.52,6.25,497
2272,27.39,5.75,308
2273,60.74,5.64,56
2274,61.07,5.79,59
2276,51.23,6.27,87
2277,37.5,4.62,40
2278,77.59,6.22,74
2279,69.82,5.91,14
2280,58.98,3.73,3
2281,53.12,6.02,56
2282,45.03,5.04,5
2284,51.12,5.86,66
2285,62.54,5.84,54
2286,41.86,6.2,86
2287,54.5,6.36,66
2288,63.95,6.6,63
2289,22.81,5.88,56
2290,22.04,5.9,24
2291,32.86,6.35,47
2292,39.83,6.1,29
2293,26.45,6.18,50
2294,49.95,5.86,21
2295,35.81,4.91,64
2296,25.22,5.78,54
2297,36.0,4.52,43
2298,26.89,4.83,40
2299,49.98,6.73,68
2300,46.02,5.76,75
2301,33.89,5.92,32
2302,31.94,4.44,57
2303,32.92,6.36,25
2304,43.19,6.2,49
2305,57.96,6.22,773
2306,64.15,7.64,586
2307,58.08,4.79,396
2308,57.7,5.33,621
2309,52.14,6.0,422
2310,82.63,6.6,637
2311,72.77,6.69,318
2312,68.23,5.8,687
2313,65.36,5.1,590
2314,91.99,8.28,752
2315,64.88,7.27,574
2316,67.53,5.74,609
2317,56.76,5.04,494
2318,47.04,5.09,582
2319,76.74,6.06,1016
2320,71.09,7.67,1010
2321,41.25,6.45,54
2322,31.2,5.36,68
2323,68.94,5.66,69
2324,42.98,5.9,52
2325,42.93,5.92,85
2326,74.06,6.33,44
2327,52.89,5.36,40
2328,49.06,7.21,43
2329,45.8,5.66,25
2330,31.65,4.33,54
2331,49.18,5.72,56
2332,45.44,5.98,34
2333,40.49,4.06,20
2334,63.94,5.66,45
2335,36.79,5.09,38
2336,44.04,5.92,74
2338,52.72,6.92,1332
2339,17.59,5.72,1657
2340,42.62,5.46,1913
2341,36.64,6.24,1598
2342,49.97,5.75,2161
2343,45.26,5.42,2166
2344,29.85,8.22,2228
2345,35.15,5.51,2897
2346,38.39,6.31,1611
2347,38.33,5.39,2194
2348,54.32,4.91,2841
2349,26.36,4.93,1135
2350,45.25,6.46,2557
2351,29.75,8.0,1806
2352,38.48,5.23,2090
2354,37.84,5.47,63
2355,44.3,6.32,64
2356,40.95,6.11,94
2358,56.0,6.11,46
2359,39.29,3.31,41
2360,9.1,4.71,47
2361,50.66,5.22,76
2362,50.55,5.48,59
2363,55.47,6.32,51
2364,57.21,5.48,25
2365,26.47,4.27,44
2366,62.92,5.54,57
